t,d1,d2,d3
8.590,-0.057,-0.064,-0.055
8.592,-0.052,-0.066,-0.054
8.593,-0.050,-0.066,-0.049
8.595,-0.047,-0.063,-0.045
8.597,-0.042,-0.057,-0.041
8.598,-0.039,-0.052,-0.038
8.600,-0.040,-0.052,-0.034
8.602,-0.043,-0.056,-0.032
8.603,-0.043,-0.057,-0.036
8.605,-0.042,-0.055,-0.034
8.607,-0.042,-0.053,-0.029
8.608,-0.041,-0.050,-0.022
8.610,-0.037,-0.044,-0.021
8.612,-0.034,-0.036,-0.020
8.613,-0.032,-0.029,-0.014
8.615,-0.032,-0.027,-0.013
8.617,-0.032,-0.025,-0.017
8.618,-0.031,-0.021,-0.019
8.620,-0.027,-0.012,-0.011
8.622,-0.018,-0.005,-0.001
8.623,-0.012,0.001,0.004
8.625,-0.005,0.008,0.006
8.627,0.002,0.016,0.012
8.628,0.009,0.022,0.016
8.630,0.015,0.022,0.016
8.632,0.017,0.018,0.013
8.633,0.018,0.012,0.010
8.635,0.013,0.007,0.010
8.637,0.006,0.001,0.006
8.638,-0.001,-0.006,0.005
8.640,-0.010,-0.011,0.001
8.642,-0.017,-0.011,-0.004
8.643,-0.021,-0.009,-0.004
8.645,-0.020,-0.007,-0.003
8.647,-0.016,-0.004,-0.002
8.648,-0.016,-0.003,-0.001
8.650,-0.015,-0.003,0.002
8.652,-0.016,-0.004,0.007
8.653,-0.016,-0.006,0.009
8.655,-0.015,-0.007,0.013
8.657,-0.014,-0.009,0.014
8.658,-0.011,-0.010,0.009
8.660,-0.008,-0.010,0.004
8.662,-0.004,-0.010,0.000
8.663,-0.003,-0.010,-0.003
8.665,-0.005,-0.010,-0.009
8.667,-0.009,-0.013,-0.012
8.668,-0.012,-0.016,-0.010
8.670,-0.021,-0.021,-0.013
8.672,-0.034,-0.028,-0.025
8.673,-0.048,-0.035,-0.041
8.675,-0.055,-0.041,-0.050
8.677,-0.057,-0.045,-0.056
8.678,-0.060,-0.048,-0.064
8.680,-0.058,-0.047,-0.062
8.682,-0.049,-0.042,-0.050
8.683,-0.038,-0.037,-0.039
8.685,-0.033,-0.036,-0.036
8.687,-0.038,-0.040,-0.037
8.688,-0.043,-0.048,-0.043
8.690,-0.050,-0.060,-0.057
8.692,-0.056,-0.071,-0.070
8.693,-0.064,-0.082,-0.074
8.695,-0.072,-0.090,-0.080
8.697,-0.075,-0.095,-0.087
8.698,-0.076,-0.095,-0.092
8.700,-0.079,-0.094,-0.093
8.702,-0.084,-0.093,-0.099
8.703,-0.083,-0.093,-0.106
8.705,-0.076,-0.090,-0.107
8.707,-0.067,-0.086,-0.102
8.708,-0.061,-0.083,-0.098
8.710,-0.057,-0.081,-0.094
8.712,-0.052,-0.078,-0.083
8.713,-0.049,-0.073,-0.073
8.715,-0.050,-0.066,-0.066
8.717,-0.048,-0.053,-0.057
8.718,-0.041,-0.039,-0.042
8.720,-0.031,-0.023,-0.027
8.722,-0.021,-0.010,-0.017
8.723,-0.016,0.000,-0.008
8.725,-0.012,0.007,0.003
8.727,-0.010,0.009,0.015
8.728,-0.008,0.007,0.021
8.730,-0.008,0.004,0.022
8.732,-0.011,0.004,0.021
8.733,-0.010,0.006,0.022
8.735,-0.006,0.008,0.022
8.737,-0.003,0.010,0.021
8.738,0.000,0.014,0.021
8.740,0.008,0.019,0.026
8.742,0.016,0.020,0.029
8.743,0.019,0.022,0.031
8.745,0.017,0.023,0.030
8.747,0.015,0.024,0.024
8.748,0.014,0.024,0.021
8.750,0.012,0.024,0.018
8.752,0.012,0.024,0.017
8.753,0.012,0.022,0.016
8.755,0.019,0.023,0.021
8.757,0.025,0.030,0.029
8.758,0.031,0.039,0.031
8.760,0.036,0.050,0.038
8.762,0.044,0.059,0.050
8.763,0.056,0.070,0.063
8.765,0.060,0.076,0.071
8.767,0.060,0.075,0.073
8.768,0.058,0.071,0.075
8.770,0.056,0.066,0.072
8.772,0.053,0.065,0.067
8.773,0.048,0.065,0.064
8.775,0.046,0.065,0.065
8.777,0.050,0.067,0.069
8.778,0.053,0.070,0.071
8.780,0.053,0.071,0.072
8.782,0.050,0.070,0.073
8.783,0.049,0.067,0.070
8.785,0.049,0.067,0.064
8.787,0.046,0.063,0.056
8.788,0.041,0.059,0.048
8.790,0.036,0.056,0.045
8.792,0.031,0.053,0.041
8.793,0.022,0.048,0.037
8.795,0.013,0.038,0.031
8.797,0.003,0.029,0.027
8.798,-0.008,0.018,0.024
8.800,-0.018,0.006,0.016
8.802,-0.027,-0.008,0.004
8.803,-0.036,-0.022,-0.008
8.805,-0.045,-0.031,-0.020
8.807,-0.048,-0.036,-0.030
8.808,-0.044,-0.033,-0.035
8.810,-0.038,-0.031,-0.041
8.812,-0.038,-0.030,-0.045
8.813,-0.037,-0.031,-0.047
8.815,-0.035,-0.035,-0.047
8.817,-0.033,-0.041,-0.051
8.818,-0.034,-0.051,-0.053
8.820,-0.039,-0.062,-0.052
8.822,-0.042,-0.069,-0.051
8.823,-0.044,-0.072,-0.055
8.825,-0.048,-0.072,-0.061
8.827,-0.054,-0.073,-0.063
8.828,-0.067,-0.074,-0.070
8.830,-0.079,-0.074,-0.081
8.832,-0.085,-0.075,-0.087
8.833,-0.083,-0.077,-0.086
8.835,-0.079,-0.077,-0.080
8.837,-0.073,-0.070,-0.073
8.838,-0.062,-0.066,-0.068
8.840,-0.051,-0.062,-0.060
8.842,-0.045,-0.059,-0.057
8.843,-0.047,-0.055,-0.053
8.845,-0.050,-0.053,-0.051
8.847,-0.052,-0.054,-0.050
8.848,-0.053,-0.056,-0.047
8.850,-0.051,-0.059,-0.045
8.852,-0.049,-0.058,-0.040
8.853,-0.047,-0.054,-0.037
8.855,-0.045,-0.053,-0.039
8.857,-0.044,-0.056,-0.041
8.858,-0.047,-0.059,-0.045
8.860,-0.051,-0.059,-0.048
8.862,-0.056,-0.059,-0.053
8.863,-0.059,-0.061,-0.061
8.865,-0.059,-0.062,-0.066
8.867,-0.056,-0.060,-0.067
8.868,-0.057,-0.057,-0.064
8.870,-0.056,-0.052,-0.060
8.872,-0.052,-0.052,-0.053
8.873,-0.048,-0.053,-0.046
8.875,-0.052,-0.061,-0.043
8.877,-0.061,-0.069,-0.048
8.878,-0.066,-0.078,-0.055
8.880,-0.067,-0.084,-0.066
8.882,-0.068,-0.088,-0.078
8.883,-0.071,-0.091,-0.085
8.885,-0.069,-0.085,-0.082
8.887,-0.061,-0.075,-0.077
8.888,-0.051,-0.063,-0.072
8.890,-0.045,-0.055,-0.062
8.892,-0.039,-0.042,-0.050
8.893,-0.036,-0.029,-0.037
8.895,-0.033,-0.020,-0.028
8.897,-0.032,-0.013,-0.016
8.898,-0.028,-0.006,-0.002
8.900,-0.023,-0.001,0.007
8.902,-0.019,-0.001,0.011
8.903,-0.017,-0.008,0.009
8.905,-0.018,-0.016,0.000
8.907,-0.021,-0.022,-0.009
8.908,-0.027,-0.028,-0.019
8.910,-0.034,-0.033,-0.026
8.912,-0.040,-0.038,-0.036
8.913,-0.043,-0.039,-0.045
8.915,-0.044,-0.038,-0.046
8.917,-0.042,-0.037,-0.045
8.918,-0.041,-0.038,-0.043
8.920,-0.043,-0.040,-0.045
8.922,-0.047,-0.042,-0.045
8.923,-0.049,-0.044,-0.042
8.925,-0.048,-0.045,-0.041
8.927,-0.048,-0.049,-0.043
8.928,-0.051,-0.053,-0.049
8.930,-0.051,-0.058,-0.054
8.932,-0.049,-0.064,-0.060
8.933,-0.047,-0.069,-0.064
8.935,-0.048,-0.074,-0.070
8.937,-0.050,-0.076,-0.072
8.938,-0.047,-0.072,-0.067
8.940,-0.041,-0.064,-0.056
8.942,-0.037,-0.054,-0.046
8.943,-0.030,-0.043,-0.035
8.945,-0.022,-0.032,-0.025
8.947,-0.013,-0.022,-0.018
8.948,-0.006,-0.014,-0.016
8.950,-0.001,-0.006,-0.013
8.952,0.006,0.004,-0.006
8.953,0.013,0.012,0.003
8.955,0.016,0.019,0.012
8.957,0.019,0.025,0.023
8.958,0.023,0.029,0.028
8.960,0.024,0.029,0.029
8.962,0.020,0.027,0.028
8.963,0.018,0.028,0.025
8.965,0.017,0.029,0.021
8.967,0.013,0.026,0.014
8.968,0.004,0.021,0.007
8.970,-0.005,0.016,0.001
8.972,-0.009,0.010,-0.003
8.973,-0.013,0.003,-0.009
8.975,-0.016,-0.005,-0.014
8.977,-0.017,-0.012,-0.017
8.978,-0.015,-0.017,-0.016
8.980,-0.015,-0.021,-0.016
8.982,-0.015,-0.022,-0.020
8.983,-0.016,-0.025,-0.026
8.985,-0.017,-0.025,-0.028
8.987,-0.020,-0.024,-0.026
8.988,-0.021,-0.024,-0.026
8.990,-0.020,-0.029,-0.030
8.992,-0.021,-0.036,-0.035
8.993,-0.030,-0.043,-0.037
8.995,-0.043,-0.051,-0.048
8.997,-0.053,-0.058,-0.064
8.998,-0.062,-0.062,-0.073
9.000,-0.067,-0.063,-0.077
9.002,-0.072,-0.065,-0.078
9.003,-0.072,-0.070,-0.081
9.005,-0.069,-0.073,-0.079
9.007,-0.062,-0.073,-0.072
9.008,-0.059,-0.071,-0.068
9.010,-0.057,-0.067,-0.062
9.012,-0.053,-0.061,-0.058
9.013,-0.047,-0.055,-0.053
9.015,-0.041,-0.050,-0.043
9.017,-0.039,-0.051,-0.038
9.018,-0.039,-0.053,-0.037
9.020,-0.041,-0.056,-0.040
9.022,-0.041,-0.059,-0.045
9.023,-0.044,-0.063,-0.050
9.025,-0.049,-0.070,-0.060
9.027,-0.054,-0.076,-0.070
9.028,-0.058,-0.083,-0.080
9.030,-0.065,-0.090,-0.087
9.032,-0.075,-0.095,-0.090
9.033,-0.085,-0.097,-0.091
9.035,-0.089,-0.097,-0.094
9.037,-0.089,-0.094,-0.100
9.038,-0.091,-0.091,-0.103
9.040,-0.092,-0.087,-0.098
9.042,-0.089,-0.083,-0.092
9.043,-0.082,-0.077,-0.085
9.045,-0.077,-0.074,-0.078
9.047,-0.075,-0.073,-0.070
9.048,-0.074,-0.074,-0.063
9.050,-0.070,-0.075,-0.063
9.052,-0.064,-0.077,-0.062
9.053,-0.063,-0.078,-0.061
9.055,-0.066,-0.077,-0.058
9.057,-0.066,-0.071,-0.056
9.058,-0.059,-0.062,-0.051
9.060,-0.051,-0.052,-0.044
9.062,-0.049,-0.047,-0.041
9.063,-0.048,-0.045,-0.043
9.065,-0.046,-0.044,-0.042
9.067,-0.042,-0.047,-0.041
9.068,-0.040,-0.049,-0.043
9.070,-0.040,-0.051,-0.045
9.072,-0.039,-0.050,-0.044
9.073,-0.035,-0.046,-0.040
9.075,-0.031,-0.040,-0.035
9.077,-0.030,-0.033,-0.029
9.078,-0.031,-0.031,-0.025
9.080,-0.033,-0.031,-0.027
9.082,-0.031,-0.031,-0.030
9.083,-0.029,-0.031,-0.032
9.085,-0.027,-0.033,-0.035
9.087,-0.028,-0.037,-0.041
9.088,-0.028,-0.040,-0.044
9.090,-0.026,-0.039,-0.041
9.092,-0.029,-0.042,-0.041
9.093,-0.032,-0.047,-0.045
9.095,-0.037,-0.051,-0.049
9.097,-0.037,-0.053,-0.048
9.098,-0.039,-0.054,-0.050
9.100,-0.043,-0.056,-0.056
9.102,-0.047,-0.058,-0.064
9.103,-0.052,-0.058,-0.069
9.105,-0.056,-0.060,-0.075
9.107,-0.065,-0.064,-0.081
9.108,-0.073,-0.072,-0.087
9.110,-0.081,-0.079,-0.092
9.112,-0.087,-0.084,-0.093
9.113,-0.088,-0.085,-0.093
9.115,-0.088,-0.089,-0.095
9.117,-0.086,-0.092,-0.097
9.118,-0.082,-0.089,-0.095
9.120,-0.077,-0.083,-0.091
9.122,-0.069,-0.075,-0.087
9.123,-0.063,-0.065,-0.080
9.125,-0.056,-0.050,-0.065
9.127,-0.047,-0.033,-0.051
9.128,-0.034,-0.016,-0.035
9.130,-0.016,-0.001,-0.017
9.132,-0.001,0.012,0.002
9.133,0.010,0.019,0.016
9.135,0.016,0.021,0.026
9.137,0.021,0.022,0.038
9.138,0.026,0.025,0.047
9.140,0.025,0.031,0.051
9.142,0.025,0.036,0.053
9.143,0.028,0.044,0.057
9.145,0.032,0.054,0.060
9.147,0.039,0.064,0.056
9.148,0.044,0.071,0.054
9.150,0.050,0.073,0.058
9.152,0.055,0.073,0.062
9.153,0.058,0.072,0.062
9.155,0.057,0.069,0.063
9.157,0.053,0.067,0.065
9.158,0.045,0.063,0.066
9.160,0.039,0.061,0.068
9.162,0.035,0.059,0.067
9.163,0.035,0.058,0.064
9.165,0.040,0.061,0.062
9.167,0.047,0.066,0.067
9.168,0.059,0.070,0.071
9.170,0.069,0.075,0.071
9.172,0.074,0.080,0.071
9.173,0.076,0.085,0.079
9.175,0.077,0.088,0.090
9.177,0.080,0.090,0.095
9.178,0.082,0.091,0.094
9.180,0.081,0.090,0.089
9.182,0.080,0.090,0.090
9.183,0.081,0.091,0.091
9.185,0.081,0.090,0.088
9.187,0.072,0.085,0.083
9.188,0.062,0.076,0.079
9.190,0.056,0.070,0.080
9.192,0.051,0.066,0.077
9.193,0.045,0.066,0.072
9.195,0.039,0.062,0.065
9.197,0.036,0.057,0.060
9.198,0.032,0.054,0.053
9.200,0.023,0.050,0.046
9.202,0.015,0.042,0.039
9.203,0.007,0.029,0.029
9.205,0.003,0.021,0.019
9.207,-0.002,0.018,0.013
9.208,-0.005,0.016,0.011
9.210,-0.004,0.012,0.010
9.212,-0.002,0.009,0.007
9.213,0.002,0.009,0.004
9.215,0.003,0.007,0.001
9.217,0.002,0.002,-0.002
9.218,0.000,0.000,-0.002
9.220,-0.001,-0.002,-0.002
9.222,-0.004,-0.005,-0.006
9.223,-0.009,-0.009,-0.010
9.225,-0.014,-0.011,-0.016
9.227,-0.018,-0.015,-0.021
9.228,-0.023,-0.023,-0.033
9.230,-0.030,-0.033,-0.048
9.232,-0.039,-0.043,-0.057
9.233,-0.048,-0.055,-0.065
9.235,-0.057,-0.065,-0.074
9.237,-0.063,-0.073,-0.080
9.238,-0.067,-0.076,-0.081
9.240,-0.068,-0.076,-0.079
9.242,-0.069,-0.073,-0.079
9.243,-0.068,-0.073,-0.077
9.245,-0.069,-0.073,-0.073
9.247,-0.071,-0.076,-0.074
9.248,-0.073,-0.079,-0.077
9.250,-0.076,-0.083,-0.077
9.252,-0.079,-0.086,-0.077
9.253,-0.082,-0.091,-0.083
9.255,-0.087,-0.096,-0.092
9.257,-0.091,-0.102,-0.095
9.258,-0.095,-0.106,-0.099
9.260,-0.099,-0.110,-0.106
9.262,-0.102,-0.115,-0.112
9.263,-0.103,-0.116,-0.112
9.265,-0.102,-0.113,-0.108
9.267,-0.100,-0.111,-0.107
9.268,-0.096,-0.109,-0.107
9.270,-0.092,-0.104,-0.103
9.272,-0.085,-0.097,-0.097
9.273,-0.079,-0.092,-0.091
9.275,-0.072,-0.088,-0.083
9.277,-0.064,-0.082,-0.079
9.278,-0.058,-0.076,-0.077
9.280,-0.055,-0.074,-0.078
9.282,-0.054,-0.074,-0.081
9.283,-0.055,-0.072,-0.082
9.285,-0.056,-0.072,-0.085
9.287,-0.058,-0.073,-0.086
9.288,-0.059,-0.073,-0.086
9.290,-0.060,-0.072,-0.084
9.292,-0.064,-0.070,-0.083
9.293,-0.066,-0.069,-0.083
9.295,-0.068,-0.068,-0.083
9.297,-0.071,-0.066,-0.085
9.298,-0.074,-0.070,-0.086
9.300,-0.076,-0.077,-0.090
9.302,-0.076,-0.082,-0.092
9.303,-0.073,-0.081,-0.092
9.305,-0.068,-0.077,-0.092
9.307,-0.062,-0.073,-0.085
9.308,-0.060,-0.069,-0.078
9.310,-0.056,-0.062,-0.067
9.312,-0.049,-0.054,-0.057
9.313,-0.041,-0.049,-0.048
9.315,-0.037,-0.048,-0.042
9.317,-0.035,-0.046,-0.042
9.318,-0.033,-0.042,-0.043
9.320,-0.032,-0.041,-0.050
9.322,-0.038,-0.047,-0.060
9.323,-0.047,-0.056,-0.070
9.325,-0.054,-0.064,-0.077
9.327,-0.060,-0.072,-0.084
9.328,-0.068,-0.080,-0.090
9.330,-0.076,-0.087,-0.094
9.332,-0.084,-0.090,-0.102
9.333,-0.091,-0.094,-0.109
9.335,-0.098,-0.101,-0.114
9.337,-0.103,-0.106,-0.115
9.338,-0.103,-0.110,-0.118
9.340,-0.098,-0.110,-0.115
9.342,-0.087,-0.106,-0.103
9.343,-0.074,-0.098,-0.089
9.345,-0.061,-0.084,-0.074
9.347,-0.049,-0.067,-0.057
9.348,-0.035,-0.047,-0.038
9.350,-0.025,-0.027,-0.016
9.352,-0.014,-0.009,0.002
9.353,-0.006,0.006,0.013
9.355,0.003,0.018,0.020
9.357,0.007,0.025,0.024
9.358,0.007,0.027,0.026
9.360,0.002,0.024,0.021
9.362,-0.008,0.018,0.016
9.363,-0.018,0.012,0.014
9.365,-0.024,0.008,0.014
9.367,-0.028,0.003,0.013
9.368,-0.031,0.000,0.012
9.370,-0.031,-0.002,0.013
9.372,-0.027,-0.004,0.012
9.373,-0.022,-0.007,0.009
9.375,-0.023,-0.010,0.006
9.377,-0.022,-0.011,0.005
9.378,-0.018,-0.010,0.005
9.380,-0.015,-0.008,0.005
9.382,-0.010,-0.003,0.010
9.383,-0.007,0.006,0.018
9.385,0.000,0.011,0.025
9.387,0.006,0.012,0.030
9.388,0.011,0.013,0.034
9.390,0.020,0.014,0.037
9.392,0.022,0.013,0.033
9.393,0.020,0.008,0.023
9.395,0.017,0.004,0.013
9.397,0.013,0.006,0.007
9.398,0.010,0.010,0.003
9.400,0.004,0.009,-0.003
9.402,-0.001,0.007,-0.007
9.403,-0.003,0.008,-0.006
9.405,-0.004,0.013,-0.002
9.407,-0.002,0.015,0.002
9.408,-0.004,0.013,0.007
9.410,-0.009,0.010,0.008
9.412,-0.010,0.009,0.010
9.413,-0.011,0.004,0.007
9.415,-0.015,-0.004,0.003
9.417,-0.022,-0.012,-0.004
9.418,-0.026,-0.018,-0.013
9.420,-0.025,-0.018,-0.015
9.422,-0.023,-0.015,-0.012
9.423,-0.021,-0.010,-0.008
9.425,-0.014,-0.002,-0.004
9.427,-0.003,0.006,0.002
9.428,0.008,0.014,0.013
9.430,0.017,0.022,0.021
9.432,0.025,0.027,0.026
9.433,0.033,0.030,0.036
9.435,0.038,0.033,0.044
9.437,0.037,0.034,0.048
9.438,0.031,0.035,0.045
9.440,0.026,0.036,0.046
9.442,0.022,0.037,0.048
9.443,0.018,0.034,0.042
9.445,0.012,0.028,0.033
9.447,0.007,0.021,0.024
9.448,0.001,0.010,0.014
9.450,-0.008,-0.008,-0.002
9.452,-0.020,-0.027,-0.021
9.453,-0.032,-0.042,-0.034
9.455,-0.041,-0.052,-0.042
9.457,-0.042,-0.058,-0.044
9.458,-0.038,-0.058,-0.042
9.460,-0.031,-0.049,-0.037
9.462,-0.025,-0.034,-0.027
9.463,-0.016,-0.018,-0.018
9.465,-0.005,-0.003,-0.010
9.467,0.000,0.009,-0.002
9.468,0.002,0.016,0.003
9.470,0.005,0.022,0.006
9.472,0.008,0.022,0.007
9.473,0.012,0.021,0.007
9.475,0.011,0.020,0.006
9.477,0.009,0.017,0.002
9.478,0.006,0.013,0.001
9.480,0.003,0.007,0.002
9.482,0.004,0.004,0.007
9.483,0.006,0.005,0.013
9.485,0.012,0.007,0.019
9.487,0.019,0.009,0.023
9.488,0.022,0.011,0.021
9.490,0.021,0.013,0.021
9.492,0.017,0.014,0.021
9.493,0.015,0.012,0.022
9.495,0.012,0.010,0.023
9.497,0.008,0.008,0.029
9.498,0.006,0.009,0.034
9.500,0.010,0.011,0.038
9.502,0.017,0.015,0.039
9.503,0.021,0.019,0.040
9.505,0.022,0.021,0.035
9.507,0.023,0.022,0.026
9.508,0.027,0.025,0.022
9.510,0.030,0.028,0.024
9.512,0.031,0.029,0.025
9.513,0.027,0.029,0.022
9.515,0.023,0.026,0.020
9.517,0.020,0.021,0.021
9.518,0.018,0.014,0.018
9.520,0.011,0.004,0.010
9.522,-0.001,-0.006,0.003
9.523,-0.013,-0.017,-0.004
9.525,-0.022,-0.023,-0.010
9.527,-0.030,-0.029,-0.019
9.528,-0.037,-0.033,-0.024
9.530,-0.042,-0.036,-0.023
9.532,-0.042,-0.039,-0.022
9.533,-0.042,-0.041,-0.020
9.535,-0.044,-0.044,-0.022
9.537,-0.047,-0.043,-0.023
9.538,-0.052,-0.041,-0.026
9.540,-0.056,-0.044,-0.035
9.542,-0.060,-0.048,-0.047
9.543,-0.062,-0.050,-0.056
9.545,-0.061,-0.051,-0.061
9.547,-0.059,-0.055,-0.061
9.548,-0.056,-0.059,-0.061
9.550,-0.053,-0.058,-0.056
9.552,-0.049,-0.053,-0.047
9.553,-0.044,-0.047,-0.039
9.555,-0.041,-0.042,-0.033
9.557,-0.038,-0.039,-0.031
9.558,-0.037,-0.036,-0.031
9.560,-0.039,-0.035,-0.032
9.562,-0.042,-0.037,-0.037
9.563,-0.050,-0.043,-0.044
9.565,-0.056,-0.051,-0.052
9.567,-0.064,-0.060,-0.060
9.568,-0.073,-0.073,-0.065
9.570,-0.081,-0.084,-0.073
9.572,-0.086,-0.094,-0.082
9.573,-0.090,-0.106,-0.089
9.575,-0.093,-0.114,-0.092
9.577,-0.095,-0.115,-0.093
9.578,-0.089,-0.107,-0.092
9.580,-0.081,-0.098,-0.085
9.582,-0.073,-0.087,-0.077
9.583,-0.062,-0.072,-0.068
9.585,-0.050,-0.058,-0.057
9.587,-0.037,-0.044,-0.041
9.588,-0.030,-0.035,-0.028
9.590,-0.023,-0.029,-0.020
9.592,-0.020,-0.024,-0.010
9.593,-0.018,-0.019,-0.003
9.595,-0.015,-0.016,0.003
9.597,-0.016,-0.013,0.003
9.598,-0.020,-0.014,0.000
9.600,-0.024,-0.012,-0.005
9.602,-0.026,-0.010,-0.008
9.603,-0.029,-0.008,-0.008
9.605,-0.033,-0.010,-0.013
9.607,-0.036,-0.016,-0.020
9.608,-0.037,-0.022,-0.021
9.610,-0.038,-0.032,-0.021
9.612,-0.041,-0.044,-0.028
9.613,-0.046,-0.057,-0.042
9.615,-0.051,-0.069,-0.056
9.617,-0.057,-0.080,-0.066
9.618,-0.066,-0.090,-0.080
9.620,-0.074,-0.097,-0.093
9.622,-0.083,-0.104,-0.104
9.623,-0.091,-0.110,-0.106
9.625,-0.096,-0.110,-0.101
9.627,-0.095,-0.106,-0.095
9.628,-0.091,-0.098,-0.090
9.630,-0.083,-0.088,-0.081
9.632,-0.072,-0.077,-0.071
9.633,-0.057,-0.065,-0.062
9.635,-0.044,-0.053,-0.054
9.637,-0.037,-0.045,-0.049
9.638,-0.030,-0.040,-0.045
9.640,-0.025,-0.038,-0.042
9.642,-0.023,-0.036,-0.039
9.643,-0.028,-0.038,-0.042
9.645,-0.031,-0.044,-0.045
9.647,-0.037,-0.051,-0.041
9.648,-0.042,-0.055,-0.037
9.650,-0.043,-0.057,-0.035
9.652,-0.043,-0.054,-0.031
9.653,-0.040,-0.048,-0.022
9.655,-0.040,-0.039,-0.016
9.657,-0.035,-0.028,-0.011
9.658,-0.031,-0.016,-0.005
9.660,-0.028,-0.005,0.002
9.662,-0.027,0.001,0.005
9.663,-0.024,0.005,0.008
9.665,-0.015,0.008,0.014
9.667,-0.008,0.008,0.017
9.668,-0.007,0.003,0.016
9.670,-0.007,0.000,0.017
9.672,-0.009,-0.005,0.021
9.673,-0.010,-0.009,0.018
9.675,-0.013,-0.012,0.013
9.677,-0.017,-0.012,0.011
9.678,-0.016,-0.008,0.011
9.680,-0.012,-0.003,0.010
9.682,-0.004,0.002,0.011
9.683,0.004,0.008,0.019
9.685,0.008,0.010,0.022
9.687,0.012,0.010,0.023
9.688,0.014,0.010,0.026
9.690,0.015,0.008,0.025
9.692,0.012,0.007,0.021
9.693,0.008,0.008,0.016
9.695,0.008,0.011,0.015
9.697,0.010,0.014,0.014
9.698,0.011,0.014,0.012
9.700,0.012,0.015,0.014
9.702,0.017,0.018,0.020
9.703,0.025,0.020,0.027
9.705,0.030,0.021,0.034
9.707,0.030,0.023,0.039
9.708,0.028,0.025,0.044
9.710,0.026,0.025,0.051
9.712,0.024,0.027,0.055
9.713,0.021,0.030,0.057
9.715,0.022,0.032,0.053
9.717,0.024,0.033,0.053
9.718,0.025,0.031,0.055
9.720,0.027,0.028,0.053
9.722,0.026,0.023,0.045
9.723,0.023,0.021,0.035
9.725,0.018,0.020,0.032
9.727,0.016,0.021,0.029
9.728,0.016,0.022,0.021
9.730,0.012,0.021,0.014
9.732,0.007,0.018,0.011
9.733,0.004,0.012,0.010
9.735,0.001,0.003,0.008
9.737,-0.006,-0.007,0.002
9.738,-0.011,-0.015,-0.002
9.740,-0.016,-0.022,-0.010
9.742,-0.021,-0.028,-0.020
9.743,-0.032,-0.034,-0.030
9.745,-0.044,-0.042,-0.039
9.747,-0.054,-0.050,-0.046
9.748,-0.062,-0.055,-0.054
9.750,-0.069,-0.058,-0.056
9.752,-0.073,-0.059,-0.053
9.753,-0.070,-0.058,-0.050
9.755,-0.064,-0.055,-0.049
9.757,-0.058,-0.052,-0.051
9.758,-0.055,-0.050,-0.052
9.760,-0.054,-0.047,-0.056
9.762,-0.052,-0.044,-0.056
9.763,-0.050,-0.041,-0.052
9.765,-0.045,-0.038,-0.048
9.767,-0.039,-0.033,-0.038
9.768,-0.030,-0.025,-0.025
9.770,-0.014,-0.014,-0.007
9.772,0.000,-0.005,0.005
9.773,0.009,0.001,0.012
9.775,0.012,0.007,0.017
9.777,0.011,0.010,0.019
9.778,0.008,0.010,0.020
9.780,0.005,0.003,0.016
9.782,0.001,-0.003,0.011
9.783,-0.005,-0.009,0.006
9.785,-0.015,-0.014,0.004
9.787,-0.019,-0.019,0.001
9.788,-0.020,-0.019,-0.002
9.790,-0.021,-0.016,-0.009
9.792,-0.023,-0.013,-0.016
9.793,-0.025,-0.014,-0.021
9.795,-0.021,-0.016,-0.031
9.797,-0.020,-0.020,-0.042
9.798,-0.021,-0.025,-0.050
9.800,-0.024,-0.031,-0.052
9.802,-0.028,-0.037,-0.051
9.803,-0.030,-0.041,-0.051
9.805,-0.032,-0.044,-0.044
9.807,-0.035,-0.046,-0.041
9.808,-0.040,-0.047,-0.040
9.810,-0.043,-0.047,-0.039
9.812,-0.045,-0.048,-0.042
9.813,-0.047,-0.049,-0.043
9.815,-0.049,-0.050,-0.042
9.817,-0.045,-0.049,-0.037
9.818,-0.040,-0.049,-0.036
9.820,-0.033,-0.048,-0.036
9.822,-0.027,-0.043,-0.031
9.823,-0.019,-0.038,-0.028
9.825,-0.012,-0.032,-0.024
9.827,-0.008,-0.024,-0.015
9.828,-0.004,-0.014,0.000
9.830,-0.001,-0.004,0.015
9.832,0.004,0.004,0.024
9.833,0.009,0.012,0.028
9.835,0.011,0.018,0.028
9.837,0.016,0.023,0.026
9.838,0.024,0.028,0.026
9.840,0.029,0.029,0.024
9.842,0.028,0.031,0.023
9.843,0.026,0.036,0.028
9.845,0.028,0.042,0.037
9.847,0.027,0.047,0.043
9.848,0.023,0.048,0.045
9.850,0.020,0.048,0.045
9.852,0.022,0.046,0.045
9.853,0.022,0.044,0.045
9.855,0.021,0.038,0.045
9.857,0.019,0.031,0.045
9.858,0.019,0.023,0.042
9.860,0.017,0.017,0.040
9.862,0.010,0.010,0.033
9.863,0.002,0.001,0.027
9.865,-0.003,-0.005,0.019
9.867,-0.007,-0.008,0.011
9.868,-0.012,-0.008,0.005
9.870,-0.012,-0.006,0.003
9.872,-0.005,0.001,0.011
9.873,0.008,0.011,0.026
9.875,0.023,0.026,0.043
9.877,0.036,0.041,0.059
9.878,0.047,0.058,0.076
9.880,0.054,0.072,0.095
9.882,0.061,0.083,0.109
9.883,0.066,0.087,0.111
9.885,0.064,0.091,0.109
9.887,0.065,0.094,0.109
