t,d1,d2,d3
0.000,0.057,0.072,0.071
0.002,0.057,0.072,0.071
0.003,0.057,0.072,0.071
0.005,0.057,0.072,0.071
0.007,0.057,0.072,0.071
0.008,0.057,0.072,0.071
0.010,0.057,0.072,0.071
0.012,0.057,0.072,0.071
0.013,0.057,0.072,0.071
0.015,0.057,0.072,0.071
0.017,0.057,0.072,0.071
0.018,0.057,0.072,0.071
0.020,0.057,0.072,0.071
0.022,0.057,0.072,0.071
0.023,0.057,0.072,0.071
0.025,0.057,0.072,0.071
0.027,0.057,0.072,0.071
0.028,0.057,0.072,0.071
0.030,0.057,0.072,0.071
0.032,0.057,0.072,0.071
0.033,0.057,0.072,0.071
0.035,0.057,0.072,0.071
0.037,0.057,0.072,0.071
0.038,0.057,0.072,0.071
0.040,0.057,0.072,0.071
0.042,0.057,0.072,0.071
0.043,0.057,0.072,0.071
0.045,0.057,0.072,0.071
0.047,0.057,0.072,0.071
0.048,0.057,0.072,0.071
0.050,0.057,0.072,0.071
0.052,0.057,0.072,0.071
0.053,0.057,0.072,0.071
0.055,0.057,0.072,0.071
0.057,0.057,0.072,0.071
0.058,0.057,0.072,0.071
0.060,0.057,0.072,0.071
0.062,0.057,0.072,0.071
0.063,0.057,0.072,0.071
0.065,0.057,0.072,0.071
0.067,0.057,0.072,0.071
0.068,0.057,0.072,0.071
0.070,0.057,0.072,0.071
0.072,0.057,0.072,0.071
0.073,0.057,0.072,0.071
0.075,0.057,0.072,0.071
0.077,0.057,0.072,0.071
0.078,0.057,0.072,0.071
0.080,0.057,0.072,0.071
0.082,0.057,0.072,0.071
0.083,0.057,0.072,0.071
0.085,-0.001,-0.004,-0.008
0.087,-0.008,-0.010,-0.013
0.088,-0.014,-0.017,-0.020
0.090,-0.021,-0.026,-0.029
0.092,-0.029,-0.034,-0.034
0.093,-0.035,-0.041,-0.040
0.095,-0.037,-0.042,-0.040
0.097,-0.032,-0.039,-0.041
0.098,-0.031,-0.038,-0.043
0.100,-0.033,-0.036,-0.045
0.102,-0.035,-0.034,-0.047
0.103,-0.036,-0.031,-0.046
0.105,-0.038,-0.032,-0.048
0.107,-0.045,-0.037,-0.051
0.108,-0.048,-0.040,-0.054
0.110,-0.047,-0.042,-0.053
0.112,-0.044,-0.045,-0.051
0.113,-0.044,-0.046,-0.051
0.115,-0.041,-0.044,-0.051
0.117,-0.034,-0.038,-0.047
0.118,-0.028,-0.031,-0.042
0.120,-0.025,-0.022,-0.038
0.122,-0.022,-0.012,-0.033
0.123,-0.018,-0.004,-0.026
0.125,-0.016,0.004,-0.015
0.127,-0.015,0.009,-0.006
0.128,-0.016,0.013,0.002
0.130,-0.014,0.018,0.010
0.132,-0.008,0.021,0.016
0.133,-0.002,0.024,0.016
0.135,0.002,0.023,0.011
0.137,0.003,0.018,0.005
0.138,0.003,0.011,-0.001
0.140,0.002,0.002,-0.008
0.142,-0.001,-0.008,-0.009
0.143,-0.004,-0.015,-0.005
0.145,-0.004,-0.017,0.001
0.147,-0.004,-0.017,0.004
0.148,-0.004,-0.019,0.006
0.150,-0.007,-0.019,0.003
0.152,-0.010,-0.020,-0.005
0.153,-0.014,-0.025,-0.017
0.155,-0.021,-0.034,-0.030
0.157,-0.027,-0.042,-0.040
0.158,-0.031,-0.049,-0.050
0.160,-0.038,-0.053,-0.058
0.162,-0.044,-0.054,-0.060
0.163,-0.045,-0.054,-0.059
0.165,-0.042,-0.052,-0.058
0.167,-0.041,-0.050,-0.054
0.168,-0.038,-0.043,-0.048
0.170,-0.033,-0.037,-0.038
0.172,-0.030,-0.033,-0.034
0.173,-0.028,-0.030,-0.035
0.175,-0.029,-0.028,-0.042
0.177,-0.031,-0.031,-0.054
0.178,-0.033,-0.040,-0.063
0.180,-0.037,-0.050,-0.072
0.182,-0.041,-0.059,-0.083
0.183,-0.050,-0.068,-0.089
0.185,-0.056,-0.075,-0.087
0.187,-0.062,-0.078,-0.082
0.188,-0.066,-0.079,-0.081
0.190,-0.068,-0.078,-0.081
0.192,-0.068,-0.076,-0.079
0.193,-0.063,-0.071,-0.072
0.195,-0.057,-0.064,-0.066
0.197,-0.052,-0.061,-0.063
0.198,-0.051,-0.062,-0.068
0.200,-0.052,-0.065,-0.073
0.202,-0.055,-0.070,-0.073
0.203,-0.057,-0.076,-0.072
0.205,-0.061,-0.083,-0.075
0.207,-0.062,-0.085,-0.074
0.208,-0.064,-0.083,-0.070
0.210,-0.065,-0.081,-0.072
0.212,-0.065,-0.082,-0.075
0.213,-0.065,-0.080,-0.077
0.215,-0.066,-0.078,-0.079
0.217,-0.072,-0.078,-0.081
0.218,-0.073,-0.079,-0.080
0.220,-0.072,-0.076,-0.077
0.222,-0.072,-0.076,-0.077
0.223,-0.074,-0.082,-0.087
0.225,-0.079,-0.090,-0.100
0.227,-0.081,-0.100,-0.113
0.228,-0.087,-0.114,-0.126
0.230,-0.098,-0.135,-0.139
0.232,-0.110,-0.154,-0.152
0.233,-0.121,-0.165,-0.160
0.235,-0.128,-0.172,-0.166
0.237,-0.129,-0.175,-0.166
0.238,-0.125,-0.171,-0.164
0.240,-0.116,-0.159,-0.155
0.242,-0.106,-0.144,-0.141
0.243,-0.091,-0.125,-0.123
0.245,-0.072,-0.106,-0.103
0.247,-0.054,-0.087,-0.083
0.248,-0.036,-0.067,-0.061
0.250,-0.022,-0.048,-0.042
0.252,-0.010,-0.031,-0.030
0.253,-0.003,-0.021,-0.022
0.255,-0.001,-0.017,-0.017
0.257,-0.006,-0.015,-0.015
0.258,-0.012,-0.017,-0.019
0.260,-0.015,-0.020,-0.023
0.262,-0.016,-0.022,-0.027
0.263,-0.019,-0.027,-0.031
0.265,-0.016,-0.033,-0.036
0.267,-0.015,-0.041,-0.039
0.268,-0.018,-0.047,-0.042
0.270,-0.025,-0.054,-0.048
0.272,-0.032,-0.062,-0.055
0.273,-0.036,-0.066,-0.060
0.275,-0.041,-0.066,-0.064
0.277,-0.044,-0.064,-0.070
0.278,-0.043,-0.063,-0.075
0.280,-0.041,-0.063,-0.080
0.282,-0.040,-0.059,-0.077
0.283,-0.042,-0.055,-0.073
0.285,-0.041,-0.053,-0.070
0.287,-0.041,-0.051,-0.065
0.288,-0.041,-0.051,-0.061
0.290,-0.038,-0.049,-0.056
0.292,-0.033,-0.048,-0.055
0.293,-0.030,-0.050,-0.056
0.295,-0.035,-0.053,-0.056
0.297,-0.039,-0.053,-0.054
0.298,-0.037,-0.049,-0.049
0.300,-0.033,-0.044,-0.042
0.302,-0.031,-0.041,-0.038
0.303,-0.024,-0.037,-0.034
0.305,-0.015,-0.028,-0.031
0.307,-0.007,-0.021,-0.031
0.308,-0.006,-0.017,-0.031
0.310,-0.007,-0.012,-0.028
0.312,-0.006,-0.004,-0.019
0.313,-0.001,0.005,-0.006
0.315,0.005,0.010,0.004
0.317,0.009,0.020,0.013
0.318,0.016,0.030,0.023
0.320,0.024,0.038,0.036
0.322,0.031,0.042,0.043
0.323,0.031,0.042,0.042
0.325,0.032,0.042,0.040
0.327,0.031,0.036,0.034
0.328,0.027,0.028,0.024
0.330,0.014,0.018,0.009
0.332,0.000,0.007,-0.006
0.333,-0.013,-0.002,-0.017
0.335,-0.021,-0.008,-0.024
0.337,-0.024,-0.013,-0.025
0.338,-0.026,-0.017,-0.025
0.340,-0.023,-0.018,-0.027
0.342,-0.019,-0.017,-0.027
0.343,-0.016,-0.017,-0.025
0.345,-0.015,-0.017,-0.024
0.347,-0.014,-0.017,-0.023
0.348,-0.009,-0.013,-0.021
0.350,-0.001,-0.007,-0.015
0.352,0.006,0.001,-0.008
0.353,0.012,0.010,0.000
0.355,0.016,0.017,0.009
0.357,0.023,0.022,0.018
0.358,0.029,0.026,0.029
0.360,0.031,0.030,0.037
0.362,0.034,0.032,0.042
0.363,0.035,0.032,0.043
0.365,0.033,0.034,0.038
0.367,0.029,0.037,0.033
0.368,0.025,0.040,0.024
0.370,0.019,0.037,0.016
0.372,0.011,0.031,0.008
0.373,0.009,0.030,0.006
0.375,0.009,0.027,0.009
0.377,0.009,0.024,0.014
0.378,0.012,0.021,0.023
0.380,0.018,0.021,0.035
0.382,0.026,0.023,0.047
0.383,0.036,0.026,0.057
0.385,0.044,0.029,0.061
0.387,0.051,0.032,0.060
0.388,0.052,0.035,0.060
0.390,0.055,0.039,0.059
0.392,0.058,0.041,0.055
0.393,0.054,0.040,0.047
0.395,0.048,0.037,0.041
0.397,0.042,0.034,0.037
0.398,0.040,0.032,0.032
0.400,0.033,0.028,0.025
0.402,0.025,0.020,0.021
0.403,0.024,0.016,0.022
0.405,0.027,0.017,0.026
0.407,0.031,0.015,0.025
0.408,0.033,0.015,0.028
0.410,0.036,0.019,0.035
0.412,0.040,0.025,0.041
0.413,0.038,0.028,0.044
0.415,0.032,0.029,0.046
0.417,0.025,0.029,0.050
0.418,0.021,0.028,0.049
0.420,0.015,0.023,0.041
0.422,0.010,0.017,0.033
0.423,0.010,0.014,0.031
0.425,0.013,0.012,0.032
0.427,0.017,0.014,0.032
0.428,0.020,0.016,0.035
0.430,0.026,0.020,0.041
0.432,0.028,0.023,0.046
0.433,0.027,0.025,0.044
0.435,0.026,0.022,0.041
0.437,0.024,0.015,0.041
0.438,0.017,0.010,0.032
0.440,0.010,0.004,0.020
0.442,0.007,-0.001,0.008
0.443,0.006,-0.009,-0.001
0.445,0.003,-0.016,-0.014
0.447,-0.003,-0.024,-0.027
0.448,-0.007,-0.033,-0.038
0.450,-0.006,-0.041,-0.041
0.452,-0.006,-0.046,-0.043
0.453,-0.006,-0.045,-0.040
0.455,-0.006,-0.040,-0.035
0.457,-0.005,-0.031,-0.031
0.458,0.000,-0.021,-0.023
0.460,0.003,-0.010,-0.011
0.462,0.007,-0.001,0.000
0.463,0.009,0.004,0.007
0.465,0.015,0.008,0.012
0.467,0.022,0.011,0.018
0.468,0.027,0.017,0.022
0.470,0.031,0.023,0.024
0.472,0.034,0.029,0.026
0.473,0.039,0.034,0.029
0.475,0.041,0.039,0.035
0.477,0.042,0.044,0.042
0.478,0.043,0.046,0.045
0.480,0.041,0.047,0.045
0.482,0.039,0.049,0.043
0.483,0.036,0.053,0.046
0.485,0.033,0.057,0.052
0.487,0.030,0.059,0.056
0.488,0.029,0.058,0.057
0.490,0.032,0.057,0.058
0.492,0.037,0.058,0.061
0.493,0.042,0.059,0.061
0.495,0.048,0.060,0.053
0.497,0.051,0.059,0.051
0.498,0.054,0.062,0.051
0.500,0.056,0.064,0.052
0.502,0.059,0.065,0.051
0.503,0.060,0.065,0.049
0.505,0.059,0.063,0.049
0.507,0.056,0.059,0.045
0.508,0.052,0.051,0.041
0.510,0.046,0.042,0.035
0.512,0.040,0.032,0.031
0.513,0.030,0.020,0.023
0.515,0.023,0.010,0.014
0.517,0.018,0.005,0.009
0.518,0.014,0.003,0.006
0.520,0.012,0.005,0.004
0.522,0.011,0.010,0.007
0.523,0.014,0.017,0.011
0.525,0.019,0.022,0.017
0.527,0.022,0.023,0.019
0.528,0.026,0.021,0.019
0.530,0.026,0.016,0.015
0.532,0.020,0.006,0.003
0.533,0.009,-0.006,-0.010
0.535,-0.002,-0.017,-0.016
0.537,-0.010,-0.026,-0.024
0.538,-0.021,-0.034,-0.033
0.540,-0.031,-0.041,-0.043
0.542,-0.038,-0.046,-0.046
0.543,-0.040,-0.049,-0.048
0.545,-0.042,-0.050,-0.052
0.547,-0.046,-0.051,-0.054
0.548,-0.049,-0.055,-0.056
0.550,-0.051,-0.057,-0.053
0.552,-0.051,-0.057,-0.053
0.553,-0.051,-0.056,-0.053
0.555,-0.051,-0.057,-0.054
0.557,-0.052,-0.056,-0.052
0.558,-0.051,-0.050,-0.044
0.560,-0.045,-0.043,-0.035
0.562,-0.039,-0.038,-0.026
0.563,-0.034,-0.031,-0.012
0.565,-0.031,-0.026,0.003
0.567,-0.026,-0.017,0.023
0.568,-0.022,-0.005,0.050
0.570,-0.017,0.012,0.091
0.572,-0.012,0.031,0.153
0.573,-0.006,0.055,0.238
0.575,0.001,0.089,0.368
0.577,0.007,0.134,0.564
0.578,0.012,0.192,0.851
0.580,0.013,0.269,1.261
0.582,0.005,0.374,1.828
0.583,-0.009,0.516,2.593
0.585,-0.025,0.702,3.589
0.587,-0.043,0.938,4.842
0.588,-0.065,1.225,6.368
0.590,-0.087,1.568,8.168
0.592,-0.106,1.963,10.232
0.593,-0.124,2.403,12.530
0.595,-0.139,2.880,15.021
0.597,-0.152,3.384,17.646
0.598,-0.159,3.905,20.344
0.600,-0.161,4.431,23.059
0.602,-0.156,4.954,25.730
0.603,-0.143,5.466,28.300
0.605,-0.122,5.957,30.726
0.607,-0.089,6.422,32.982
0.608,-0.047,6.857,35.040
0.610,0.011,7.262,36.884
0.612,0.090,7.633,38.507
0.613,0.189,7.972,39.912
0.615,0.309,8.283,41.103
0.617,0.458,8.567,42.085
0.618,0.636,8.824,42.874
0.620,0.842,9.054,43.485
0.622,1.080,9.260,43.933
0.623,1.351,9.446,44.230
0.625,1.652,9.608,44.388
0.627,1.975,9.746,44.422
0.628,2.320,9.862,44.343
0.630,2.687,9.966,44.171
0.632,3.073,10.056,43.914
0.633,3.477,10.132,43.585
0.635,3.898,10.200,43.194
0.637,4.344,10.273,42.751
0.638,4.813,10.352,42.264
0.640,5.310,10.439,41.736
0.642,5.839,10.544,41.184
0.643,6.411,10.679,40.623
0.645,7.032,10.853,40.065
0.647,7.701,11.065,39.514
0.648,8.420,11.319,38.978
0.650,9.183,11.611,38.454
0.652,9.975,11.924,37.928
0.653,10.781,12.233,37.382
0.655,11.572,12.511,36.797
0.657,12.322,12.732,36.148
0.658,13.001,12.865,35.404
0.660,13.575,12.884,34.537
0.662,14.027,12.769,33.530
0.663,14.329,12.502,32.371
0.665,14.468,12.070,31.048
0.667,14.421,11.443,29.534
0.668,14.158,10.570,27.784
0.670,13.638,9.397,25.745
0.672,12.816,7.875,23.371
0.673,11.638,5.963,20.618
0.675,10.055,3.623,17.443
0.677,8.044,0.866,13.855
0.678,5.621,-2.239,9.930
0.680,2.838,-5.571,5.811
0.682,-0.225,-8.975,1.679
0.683,-3.420,-12.252,-2.234
0.685,-6.559,-15.173,-5.675
0.687,-9.418,-17.507,-8.406
0.688,-11.785,-19.067,-10.254
0.690,-13.496,-19.760,-11.155
0.692,-14.477,-19.606,-11.150
0.693,-14.760,-18.711,-10.346
0.695,-14.454,-17.231,-8.883
0.697,-13.728,-15.342,-6.910
0.698,-12.768,-13.212,-4.553
0.700,-11.740,-10.965,-1.889
0.702,-10.741,-8.659,1.052
0.703,-9.812,-6.306,4.245
0.705,-8.968,-3.910,7.666
0.707,-8.210,-1.490,11.275
0.708,-7.531,0.936,15.028
0.710,-6.915,3.350,18.870
0.712,-6.357,5.737,22.735
0.713,-5.852,8.070,26.561
0.715,-5.387,10.320,30.277
0.717,-4.954,12.458,33.810
0.718,-4.550,14.443,37.084
0.720,-4.168,16.234,40.013
0.722,-3.811,17.788,42.525
0.723,-3.476,19.076,44.552
0.725,-3.162,20.073,46.052
0.727,-2.872,20.769,47.004
0.728,-2.601,21.175,47.412
0.730,-2.354,21.311,47.319
0.732,-2.124,21.210,46.783
0.733,-1.908,20.916,45.889
0.735,-1.700,20.483,44.727
0.737,-1.493,19.956,43.392
0.738,-1.289,19.374,41.964
0.740,-1.086,18.775,40.510
0.742,-0.887,18.182,39.085
0.743,-0.697,17.611,37.722
0.745,-0.528,17.058,36.430
0.747,-0.390,16.521,35.209
0.748,-0.288,15.994,34.061
0.750,-0.220,15.478,32.982
0.752,-0.189,14.968,31.955
0.753,-0.189,14.463,30.970
0.755,-0.216,13.965,30.019
0.757,-0.258,13.474,29.099
0.758,-0.307,12.992,28.200
0.760,-0.363,12.521,27.314
0.762,-0.420,12.059,26.435
0.763,-0.468,11.607,25.567
0.765,-0.506,11.166,24.708
0.767,-0.539,10.733,23.853
0.768,-0.568,10.306,22.994
0.770,-0.591,9.880,22.133
0.772,-0.612,9.455,21.268
0.773,-0.637,9.027,20.401
0.775,-0.666,8.595,19.529
0.777,-0.698,8.162,18.655
0.778,-0.732,7.725,17.776
0.780,-0.773,7.283,16.895
0.782,-0.823,6.831,16.009
0.783,-0.880,6.373,15.119
0.785,-0.945,5.917,14.237
0.787,-1.013,5.469,13.367
0.788,-1.077,5.044,12.526
0.790,-1.127,4.651,11.725
0.792,-1.156,4.301,10.980
0.793,-1.158,4.000,10.296
0.795,-1.128,3.747,9.672
0.797,-1.074,3.531,9.110
0.798,-1.004,3.346,8.604
0.800,-0.924,3.189,8.140
0.802,-0.838,3.050,7.715
0.803,-0.753,2.918,7.320
0.805,-0.676,2.790,6.947
0.807,-0.606,2.666,6.589
0.808,-0.542,2.546,6.250
0.810,-0.484,2.426,5.929
0.812,-0.435,2.305,5.617
0.813,-0.396,2.187,5.318
0.815,-0.364,2.073,5.033
0.817,-0.335,1.961,4.761
0.818,-0.309,1.852,4.498
0.820,-0.288,1.746,4.244
0.822,-0.268,1.647,4.007
0.823,-0.252,1.550,3.781
0.825,-0.239,1.458,3.564
0.827,-0.228,1.372,3.359
0.828,-0.215,1.294,3.169
0.830,-0.200,1.218,2.994
0.832,-0.190,1.145,2.825
0.833,-0.179,1.080,2.667
0.835,-0.165,1.025,2.523
0.837,-0.151,0.971,2.388
0.838,-0.142,0.915,2.258
0.840,-0.137,0.861,2.130
0.842,-0.130,0.814,2.007
0.843,-0.120,0.769,1.899
0.845,-0.110,0.723,1.799
0.847,-0.103,0.681,1.706
0.848,-0.094,0.647,1.622
0.850,-0.085,0.617,1.546
0.852,-0.078,0.584,1.478
0.853,-0.075,0.552,1.410
0.855,-0.075,0.524,1.342
0.857,-0.078,0.495,1.278
0.858,-0.081,0.467,1.219
0.860,-0.084,0.443,1.168
0.862,-0.085,0.423,1.115
0.863,-0.086,0.405,1.064
0.865,-0.087,0.386,1.015
0.867,-0.086,0.370,0.970
0.868,-0.088,0.352,0.925
0.870,-0.090,0.332,0.881
0.872,-0.090,0.312,0.846
0.873,-0.088,0.294,0.818
0.875,-0.085,0.278,0.792
0.877,-0.082,0.265,0.762
0.878,-0.078,0.257,0.737
0.880,-0.077,0.247,0.713
0.882,-0.080,0.235,0.688
0.883,-0.083,0.226,0.663
0.885,-0.084,0.221,0.647
0.887,-0.082,0.218,0.639
0.888,-0.081,0.215,0.635
0.890,-0.080,0.216,0.625
0.892,-0.080,0.218,0.614
0.893,-0.081,0.220,0.606
0.895,-0.083,0.216,0.594
0.897,-0.087,0.210,0.576
0.898,-0.087,0.206,0.556
0.900,-0.080,0.203,0.545
0.902,-0.071,0.202,0.544
0.903,-0.063,0.204,0.542
0.905,-0.055,0.209,0.540
0.907,-0.046,0.216,0.538
0.908,-0.038,0.221,0.536
0.910,-0.034,0.225,0.535
0.912,-0.030,0.229,0.527
0.913,-0.022,0.233,0.518
0.915,-0.016,0.232,0.508
0.917,-0.010,0.230,0.498
0.918,-0.003,0.230,0.494
0.920,0.004,0.231,0.486
0.922,0.010,0.230,0.478
0.923,0.014,0.228,0.473
0.925,0.020,0.230,0.471
0.927,0.029,0.233,0.470
0.928,0.037,0.237,0.466
0.930,0.045,0.239,0.466
0.932,0.053,0.242,0.469
0.933,0.063,0.249,0.471
0.935,0.072,0.252,0.473
0.937,0.078,0.254,0.473
0.938,0.083,0.254,0.470
0.940,0.086,0.256,0.461
0.942,0.087,0.257,0.450
0.943,0.089,0.257,0.442
0.945,0.089,0.255,0.430
0.947,0.090,0.253,0.417
0.948,0.091,0.250,0.410
0.950,0.091,0.245,0.406
0.952,0.091,0.236,0.400
0.953,0.092,0.227,0.389
0.955,0.093,0.218,0.382
0.957,0.089,0.209,0.377
0.958,0.084,0.200,0.367
0.960,0.079,0.193,0.353
0.962,0.075,0.187,0.337
0.963,0.068,0.180,0.319
0.965,0.058,0.170,0.300
0.967,0.048,0.158,0.278
0.968,0.036,0.143,0.258
0.970,0.024,0.125,0.241
0.972,0.015,0.110,0.226
0.973,0.009,0.096,0.210
0.975,0.006,0.087,0.196
0.977,0.004,0.080,0.188
0.978,0.008,0.078,0.185
0.980,0.016,0.081,0.184
0.982,0.024,0.084,0.187
0.983,0.032,0.087,0.188
0.985,0.037,0.089,0.189
0.987,0.044,0.096,0.188
0.988,0.051,0.104,0.185
0.990,0.051,0.103,0.184
0.992,0.048,0.098,0.181
0.993,0.045,0.093,0.183
0.995,0.042,0.087,0.182
0.997,0.039,0.080,0.181
0.998,0.032,0.072,0.177
1.000,0.027,0.071,0.173
1.002,0.023,0.072,0.166
1.003,0.023,0.072,0.158
1.005,0.023,0.072,0.152
1.007,0.021,0.069,0.151
1.008,0.021,0.068,0.149
1.010,0.022,0.067,0.147
1.012,0.023,0.069,0.149
1.013,0.025,0.073,0.154
1.015,0.024,0.078,0.156
1.017,0.025,0.079,0.156
1.018,0.024,0.079,0.155
1.020,0.023,0.076,0.152
1.022,0.020,0.072,0.146
1.023,0.016,0.070,0.144
1.025,0.018,0.075,0.146
1.027,0.021,0.084,0.151
1.028,0.023,0.089,0.155
1.030,0.026,0.096,0.163
1.032,0.033,0.103,0.172
1.033,0.040,0.108,0.177
1.035,0.039,0.108,0.179
1.037,0.035,0.104,0.174
1.038,0.033,0.100,0.165
1.040,0.032,0.097,0.155
1.042,0.032,0.093,0.148
1.043,0.029,0.087,0.140
1.045,0.029,0.081,0.134
1.047,0.033,0.078,0.135
1.048,0.035,0.077,0.138
1.050,0.031,0.073,0.135
1.052,0.018,0.063,0.127
1.053,0.006,0.051,0.117
1.055,-0.006,0.035,0.104
1.057,-0.020,0.020,0.087
1.058,-0.029,0.006,0.072
1.060,-0.036,-0.003,0.065
1.062,-0.037,-0.010,0.060
1.063,-0.037,-0.010,0.054
1.065,-0.036,-0.008,0.052
1.067,-0.035,-0.006,0.056
1.068,-0.037,-0.005,0.059
1.070,-0.035,-0.007,0.057
1.072,-0.034,-0.006,0.056
1.073,-0.032,-0.006,0.057
1.075,-0.032,-0.008,0.053
1.077,-0.035,-0.011,0.046
1.078,-0.039,-0.018,0.037
1.080,-0.046,-0.025,0.029
1.082,-0.056,-0.031,0.021
1.083,-0.063,-0.034,0.015
1.085,-0.065,-0.032,0.015
1.087,-0.062,-0.028,0.015
1.088,-0.054,-0.020,0.017
1.090,-0.045,-0.010,0.023
1.092,-0.034,-0.002,0.031
1.093,-0.024,0.006,0.041
1.095,-0.014,0.015,0.053
1.097,-0.006,0.027,0.067
1.098,-0.001,0.037,0.080
1.100,0.006,0.049,0.091
1.102,0.012,0.056,0.101
1.103,0.014,0.060,0.102
1.105,0.015,0.058,0.097
1.107,0.014,0.052,0.092
1.108,0.013,0.046,0.086
1.110,0.012,0.040,0.082
1.112,0.011,0.036,0.079
1.113,0.009,0.031,0.076
1.115,-0.002,0.023,0.070
1.117,-0.018,0.011,0.054
1.118,-0.036,-0.007,0.035
1.120,-0.056,-0.031,0.009
1.122,-0.075,-0.057,-0.021
1.123,-0.091,-0.080,-0.050
1.125,-0.098,-0.097,-0.072
1.127,-0.097,-0.105,-0.079
1.128,-0.093,-0.102,-0.077
1.130,-0.083,-0.089,-0.063
1.132,-0.071,-0.071,-0.045
1.133,-0.058,-0.048,-0.018
1.135,-0.044,-0.022,0.012
1.137,-0.028,0.002,0.037
1.138,-0.010,0.021,0.061
1.140,0.000,0.032,0.074
1.142,0.005,0.038,0.082
1.143,0.008,0.037,0.084
1.145,0.007,0.030,0.082
1.147,0.000,0.019,0.072
1.148,-0.011,0.007,0.056
1.150,-0.021,-0.003,0.041
1.152,-0.031,-0.011,0.029
1.153,-0.037,-0.017,0.020
1.155,-0.039,-0.020,0.015
1.157,-0.040,-0.020,0.016
1.158,-0.038,-0.017,0.020
1.160,-0.033,-0.013,0.024
1.162,-0.031,-0.010,0.028
1.163,-0.030,-0.009,0.031
1.165,-0.032,-0.009,0.030
1.167,-0.036,-0.012,0.026
1.168,-0.039,-0.015,0.021
1.170,-0.044,-0.017,0.019
1.172,-0.049,-0.018,0.017
1.173,-0.053,-0.018,0.015
1.175,-0.053,-0.017,0.013
1.177,-0.054,-0.014,0.014
1.178,-0.061,-0.013,0.016
1.180,-0.069,-0.019,0.011
1.182,-0.078,-0.027,0.006
1.183,-0.085,-0.032,0.001
1.185,-0.093,-0.036,-0.002
1.187,-0.101,-0.041,-0.009
1.188,-0.104,-0.043,-0.013
1.190,-0.102,-0.040,-0.010
1.192,-0.094,-0.032,-0.006
1.193,-0.087,-0.025,0.000
1.195,-0.081,-0.017,0.004
1.197,-0.076,-0.005,0.011
1.198,-0.071,0.008,0.022
1.200,-0.062,0.021,0.035
1.202,-0.054,0.037,0.051
1.203,-0.047,0.052,0.068
1.205,-0.041,0.064,0.079
1.207,-0.035,0.070,0.087
1.208,-0.029,0.073,0.091
1.210,-0.027,0.075,0.088
1.212,-0.030,0.073,0.082
1.213,-0.031,0.070,0.074
1.215,-0.031,0.067,0.071
1.217,-0.031,0.066,0.070
1.218,-0.033,0.064,0.070
1.220,-0.035,0.062,0.072
1.222,-0.035,0.060,0.068
1.223,-0.037,0.054,0.062
1.225,-0.042,0.045,0.057
1.227,-0.050,0.037,0.053
1.228,-0.055,0.031,0.051
1.230,-0.058,0.028,0.048
1.232,-0.061,0.026,0.051
1.233,-0.062,0.027,0.056
1.235,-0.061,0.031,0.061
1.237,-0.059,0.034,0.063
1.238,-0.056,0.036,0.069
1.240,-0.057,0.033,0.078
1.242,-0.060,0.031,0.086
1.243,-0.063,0.027,0.094
1.245,-0.062,0.028,0.108
1.247,-0.061,0.032,0.129
1.248,-0.061,0.040,0.152
1.250,-0.055,0.049,0.171
1.252,-0.049,0.060,0.192
1.253,-0.048,0.072,0.216
1.255,-0.053,0.082,0.237
1.257,-0.059,0.085,0.255
1.258,-0.067,0.088,0.270
1.260,-0.074,0.094,0.289
1.262,-0.079,0.103,0.312
1.263,-0.079,0.113,0.339
1.265,-0.078,0.125,0.371
1.267,-0.076,0.144,0.407
1.268,-0.073,0.168,0.448
1.270,-0.072,0.192,0.490
1.272,-0.070,0.212,0.533
1.273,-0.070,0.230,0.576
1.275,-0.071,0.246,0.612
1.277,-0.078,0.256,0.643
1.278,-0.090,0.260,0.669
1.280,-0.101,0.262,0.695
1.282,-0.111,0.265,0.722
1.283,-0.116,0.273,0.752
1.285,-0.113,0.286,0.788
1.287,-0.102,0.306,0.831
1.288,-0.083,0.337,0.880
1.290,-0.061,0.377,0.938
1.292,-0.040,0.418,0.995
1.293,-0.022,0.455,1.048
1.295,-0.005,0.491,1.096
1.297,0.016,0.527,1.143
1.298,0.033,0.558,1.190
1.300,0.047,0.582,1.229
1.302,0.061,0.603,1.264
1.303,0.073,0.622,1.295
1.305,0.078,0.634,1.321
1.307,0.079,0.639,1.341
1.308,0.079,0.639,1.351
1.310,0.079,0.638,1.357
1.312,0.075,0.635,1.359
1.313,0.070,0.632,1.355
1.315,0.065,0.631,1.353
1.317,0.057,0.628,1.348
1.318,0.050,0.623,1.339
1.320,0.041,0.616,1.329
1.322,0.034,0.610,1.313
1.323,0.030,0.604,1.299
1.325,0.029,0.598,1.286
1.327,0.029,0.593,1.274
1.328,0.025,0.586,1.263
1.330,0.021,0.577,1.255
1.332,0.019,0.568,1.254
1.333,0.019,0.562,1.256
1.335,0.020,0.557,1.255
1.337,0.021,0.552,1.251
1.338,0.025,0.550,1.251
1.340,0.033,0.551,1.255
1.342,0.040,0.554,1.253
1.343,0.044,0.555,1.245
1.345,0.046,0.552,1.238
1.347,0.052,0.551,1.233
1.348,0.060,0.551,1.227
1.350,0.066,0.551,1.215
1.352,0.071,0.549,1.200
1.353,0.073,0.543,1.184
1.355,0.072,0.535,1.166
1.357,0.066,0.525,1.145
1.358,0.057,0.512,1.119
1.360,0.049,0.496,1.091
