t,d1,d2,d3
8.663,0.535,1.119,1.372
8.665,0.531,1.111,1.362
8.667,0.531,1.102,1.357
8.668,0.532,1.094,1.350
8.670,0.535,1.088,1.340
8.672,0.539,1.088,1.334
8.673,0.547,1.090,1.335
8.675,0.554,1.092,1.335
8.677,0.560,1.095,1.333
8.678,0.563,1.101,1.338
8.680,0.562,1.106,1.346
8.682,0.560,1.110,1.355
8.683,0.556,1.112,1.359
8.685,0.550,1.115,1.364
8.687,0.539,1.118,1.364
8.688,0.525,1.118,1.363
8.690,0.510,1.113,1.359
8.692,0.496,1.104,1.351
8.693,0.489,1.093,1.341
8.695,0.486,1.078,1.323
8.697,0.486,1.058,1.307
8.698,0.488,1.038,1.289
8.700,0.496,1.023,1.273
8.702,0.508,1.014,1.264
8.703,0.514,1.012,1.261
8.705,0.512,1.015,1.264
8.707,0.509,1.024,1.273
8.708,0.508,1.036,1.285
8.710,0.509,1.047,1.298
8.712,0.507,1.051,1.304
8.713,0.508,1.051,1.304
8.715,0.513,1.050,1.302
8.717,0.521,1.049,1.299
8.718,0.530,1.047,1.297
8.720,0.535,1.047,1.294
8.722,0.540,1.054,1.295
8.723,0.542,1.065,1.301
8.725,0.541,1.076,1.314
8.727,0.537,1.082,1.327
8.728,0.535,1.086,1.332
8.730,0.530,1.085,1.331
8.732,0.525,1.081,1.332
8.733,0.524,1.075,1.326
8.735,0.523,1.067,1.314
8.737,0.522,1.058,1.300
8.738,0.517,1.049,1.293
8.740,0.519,1.043,1.289
8.742,0.524,1.040,1.284
8.743,0.528,1.034,1.277
8.745,0.535,1.029,1.275
8.747,0.546,1.028,1.273
8.748,0.561,1.033,1.271
8.750,0.572,1.042,1.275
8.752,0.583,1.054,1.284
8.753,0.595,1.070,1.298
8.755,0.605,1.090,1.312
8.757,0.610,1.111,1.328
8.758,0.613,1.127,1.342
8.760,0.616,1.140,1.355
8.762,0.615,1.150,1.364
8.763,0.611,1.157,1.369
8.765,0.607,1.161,1.374
8.767,0.603,1.164,1.375
8.768,0.598,1.166,1.376
8.770,0.595,1.164,1.372
8.772,0.592,1.161,1.367
8.773,0.590,1.157,1.363
8.775,0.589,1.153,1.356
8.777,0.589,1.148,1.352
8.778,0.586,1.143,1.349
8.780,0.578,1.139,1.347
8.782,0.577,1.140,1.345
8.783,0.581,1.138,1.344
8.785,0.585,1.134,1.340
8.787,0.586,1.128,1.335
8.788,0.585,1.126,1.329
8.790,0.585,1.128,1.330
8.792,0.580,1.128,1.328
8.793,0.570,1.130,1.325
8.795,0.561,1.134,1.324
8.797,0.558,1.138,1.324
8.798,0.563,1.135,1.323
8.800,0.568,1.127,1.317
8.802,0.571,1.120,1.315
8.803,0.574,1.113,1.316
8.805,0.573,1.108,1.317
8.807,0.571,1.105,1.315
8.808,0.569,1.105,1.312
8.810,0.571,1.107,1.313
8.812,0.574,1.111,1.317
8.813,0.575,1.112,1.321
8.815,0.578,1.112,1.322
8.817,0.582,1.112,1.322
8.818,0.581,1.112,1.320
8.820,0.574,1.113,1.317
8.822,0.566,1.116,1.316
8.823,0.562,1.120,1.317
8.825,0.560,1.121,1.313
8.827,0.556,1.122,1.306
8.828,0.551,1.119,1.300
8.830,0.550,1.113,1.295
8.832,0.555,1.106,1.289
8.833,0.557,1.100,1.283
8.835,0.558,1.098,1.284
8.837,0.562,1.099,1.290
8.838,0.566,1.105,1.298
8.840,0.566,1.114,1.304
8.842,0.561,1.122,1.307
8.843,0.555,1.128,1.308
8.845,0.549,1.132,1.308
8.847,0.541,1.131,1.307
8.848,0.534,1.129,1.307
8.850,0.532,1.123,1.307
8.852,0.535,1.114,1.299
8.853,0.539,1.104,1.288
8.855,0.544,1.096,1.279
8.857,0.550,1.091,1.274
8.858,0.557,1.090,1.266
8.860,0.565,1.093,1.262
8.862,0.570,1.102,1.267
8.863,0.576,1.112,1.277
8.865,0.580,1.124,1.291
8.867,0.584,1.136,1.299
8.868,0.586,1.140,1.307
8.870,0.585,1.144,1.314
8.872,0.579,1.149,1.319
8.873,0.573,1.154,1.320
8.875,0.567,1.153,1.318
8.877,0.564,1.150,1.316
8.878,0.563,1.150,1.313
8.880,0.562,1.148,1.308
8.882,0.564,1.143,1.304
8.883,0.564,1.137,1.303
8.885,0.561,1.133,1.301
8.887,0.560,1.131,1.299
8.888,0.559,1.129,1.299
8.890,0.562,1.127,1.302
8.892,0.564,1.123,1.300
8.893,0.566,1.121,1.296
8.895,0.566,1.121,1.295
8.897,0.563,1.121,1.296
8.898,0.560,1.122,1.296
8.900,0.556,1.124,1.293
8.902,0.553,1.125,1.292
8.903,0.555,1.123,1.289
8.905,0.562,1.122,1.289
8.907,0.571,1.122,1.289
8.908,0.577,1.123,1.289
8.910,0.582,1.127,1.295
8.912,0.591,1.136,1.306
8.913,0.600,1.145,1.321
8.915,0.607,1.153,1.334
8.917,0.616,1.161,1.341
8.918,0.619,1.172,1.352
8.920,0.623,1.182,1.362
8.922,0.627,1.189,1.368
8.923,0.629,1.198,1.372
8.925,0.627,1.206,1.377
8.927,0.623,1.214,1.384
8.928,0.626,1.219,1.390
8.930,0.626,1.224,1.392
8.932,0.628,1.226,1.390
8.933,0.627,1.225,1.384
8.935,0.622,1.225,1.380
8.937,0.618,1.225,1.377
8.938,0.615,1.228,1.377
8.940,0.609,1.228,1.376
8.942,0.597,1.226,1.376
8.943,0.586,1.227,1.379
8.945,0.581,1.226,1.382
8.947,0.576,1.223,1.382
8.948,0.573,1.214,1.379
8.950,0.571,1.204,1.371
8.952,0.574,1.194,1.364
8.953,0.575,1.184,1.351
8.955,0.576,1.173,1.338
8.957,0.581,1.166,1.333
8.958,0.585,1.167,1.332
8.960,0.586,1.171,1.332
8.962,0.587,1.171,1.333
8.963,0.593,1.174,1.341
8.965,0.600,1.182,1.351
8.967,0.601,1.187,1.354
8.968,0.595,1.187,1.357
8.970,0.587,1.188,1.364
8.972,0.575,1.194,1.373
8.973,0.563,1.200,1.379
8.975,0.553,1.198,1.374
8.977,0.548,1.192,1.367
8.978,0.548,1.184,1.357
8.980,0.553,1.175,1.348
8.982,0.562,1.168,1.338
8.983,0.570,1.163,1.330
8.985,0.574,1.160,1.332
8.987,0.576,1.162,1.342
8.988,0.581,1.172,1.353
8.990,0.592,1.185,1.363
8.992,0.602,1.195,1.369
8.993,0.613,1.200,1.376
8.995,0.619,1.206,1.382
8.997,0.624,1.217,1.389
8.998,0.626,1.226,1.396
9.000,0.627,1.233,1.404
9.002,0.623,1.239,1.415
9.003,0.617,1.248,1.427
9.005,0.613,1.256,1.435
9.007,0.612,1.259,1.441
9.008,0.611,1.256,1.441
9.010,0.607,1.252,1.439
9.012,0.604,1.250,1.437
9.013,0.600,1.247,1.432
9.015,0.594,1.243,1.430
9.017,0.584,1.239,1.425
9.018,0.573,1.238,1.424
9.020,0.565,1.235,1.425
9.022,0.562,1.229,1.420
9.023,0.561,1.225,1.415
9.025,0.561,1.224,1.410
9.027,0.563,1.225,1.411
9.028,0.565,1.226,1.412
9.030,0.562,1.230,1.412
9.032,0.555,1.236,1.417
9.033,0.547,1.239,1.422
9.035,0.541,1.239,1.429
9.037,0.535,1.233,1.426
9.038,0.525,1.222,1.416
9.040,0.518,1.205,1.403
9.042,0.516,1.193,1.397
9.043,0.515,1.184,1.390
9.045,0.514,1.172,1.377
9.047,0.519,1.162,1.367
9.048,0.528,1.162,1.368
9.050,0.532,1.167,1.372
9.052,0.530,1.169,1.372
9.053,0.533,1.174,1.373
9.055,0.540,1.184,1.378
9.057,0.546,1.195,1.386
9.058,0.554,1.200,1.392
9.060,0.562,1.204,1.398
9.062,0.575,1.212,1.403
9.063,0.579,1.218,1.410
9.065,0.579,1.224,1.422
9.067,0.575,1.230,1.435
9.068,0.571,1.237,1.441
9.070,0.567,1.242,1.444
9.072,0.564,1.244,1.443
9.073,0.562,1.247,1.444
9.075,0.565,1.249,1.444
9.077,0.567,1.251,1.441
9.078,0.566,1.254,1.440
9.080,0.560,1.260,1.443
9.082,0.554,1.263,1.448
9.083,0.545,1.262,1.449
9.085,0.532,1.258,1.447
9.087,0.517,1.252,1.446
9.088,0.501,1.241,1.440
9.090,0.487,1.229,1.431
9.092,0.478,1.216,1.419
9.093,0.473,1.204,1.400
9.095,0.467,1.192,1.380
9.097,0.465,1.180,1.365
9.098,0.471,1.172,1.358
9.100,0.475,1.167,1.352
9.102,0.474,1.162,1.346
9.103,0.472,1.157,1.347
9.105,0.471,1.156,1.350
9.107,0.470,1.159,1.349
9.108,0.464,1.158,1.344
9.110,0.459,1.155,1.342
9.112,0.456,1.156,1.350
9.113,0.454,1.156,1.357
9.115,0.452,1.156,1.359
9.117,0.451,1.153,1.359
9.118,0.451,1.152,1.361
9.120,0.452,1.149,1.362
9.122,0.453,1.144,1.358
9.123,0.452,1.142,1.350
9.125,0.454,1.140,1.345
9.127,0.457,1.139,1.342
9.128,0.462,1.142,1.341
9.130,0.466,1.146,1.339
9.132,0.468,1.149,1.341
9.133,0.469,1.150,1.343
9.135,0.466,1.150,1.346
9.137,0.462,1.150,1.348
9.138,0.454,1.148,1.347
9.140,0.450,1.147,1.348
9.142,0.450,1.147,1.349
9.143,0.453,1.149,1.351
9.145,0.453,1.149,1.357
9.147,0.454,1.151,1.360
9.148,0.459,1.152,1.362
9.150,0.463,1.152,1.360
9.152,0.464,1.150,1.358
9.153,0.466,1.148,1.357
9.155,0.471,1.147,1.355
9.157,0.478,1.143,1.354
9.158,0.484,1.143,1.357
9.160,0.489,1.148,1.361
9.162,0.492,1.157,1.367
9.163,0.496,1.167,1.374
9.165,0.499,1.177,1.383
9.167,0.505,1.189,1.394
9.168,0.511,1.197,1.399
9.170,0.517,1.202,1.405
9.172,0.520,1.203,1.407
9.173,0.522,1.205,1.411
9.175,0.524,1.210,1.415
9.177,0.521,1.217,1.418
9.178,0.516,1.223,1.421
9.180,0.509,1.223,1.421
9.182,0.507,1.225,1.421
9.183,0.505,1.225,1.421
9.185,0.503,1.220,1.420
9.187,0.501,1.210,1.419
9.188,0.502,1.205,1.417
9.190,0.503,1.203,1.414
9.192,0.502,1.198,1.410
9.193,0.503,1.194,1.403
9.195,0.502,1.192,1.400
9.197,0.497,1.189,1.396
9.198,0.493,1.185,1.391
9.200,0.494,1.182,1.384
9.202,0.496,1.183,1.381
9.203,0.496,1.182,1.379
9.205,0.494,1.181,1.376
9.207,0.493,1.180,1.376
9.208,0.491,1.179,1.379
9.210,0.483,1.177,1.387
9.212,0.474,1.175,1.393
9.213,0.466,1.173,1.395
9.215,0.460,1.169,1.390
9.217,0.452,1.168,1.378
9.218,0.445,1.168,1.366
9.220,0.440,1.166,1.352
9.222,0.435,1.163,1.335
9.223,0.431,1.155,1.319
9.225,0.425,1.145,1.307
9.227,0.421,1.132,1.300
9.228,0.422,1.120,1.294
9.230,0.429,1.109,1.287
9.232,0.435,1.100,1.282
9.233,0.442,1.095,1.279
9.235,0.446,1.096,1.281
9.237,0.451,1.103,1.286
9.238,0.450,1.112,1.291
9.240,0.444,1.118,1.293
9.242,0.438,1.122,1.294
9.243,0.431,1.125,1.292
9.245,0.427,1.125,1.290
9.247,0.421,1.122,1.283
9.248,0.413,1.115,1.276
9.250,0.410,1.111,1.273
9.252,0.410,1.107,1.271
9.253,0.412,1.102,1.271
9.255,0.415,1.099,1.266
9.257,0.424,1.096,1.265
9.258,0.431,1.097,1.269
9.260,0.434,1.099,1.273
9.262,0.436,1.103,1.279
9.263,0.440,1.108,1.283
9.265,0.443,1.112,1.284
9.267,0.446,1.115,1.283
9.268,0.450,1.117,1.281
9.270,0.449,1.118,1.281
9.272,0.443,1.119,1.280
9.273,0.432,1.118,1.280
9.275,0.419,1.118,1.282
9.277,0.400,1.117,1.280
9.278,0.383,1.112,1.276
9.280,0.372,1.100,1.268
9.282,0.366,1.085,1.257
9.283,0.363,1.068,1.240
9.285,0.362,1.050,1.221
9.287,0.368,1.032,1.206
9.288,0.375,1.017,1.191
9.290,0.387,1.008,1.177
9.292,0.400,1.002,1.166
9.293,0.415,1.004,1.165
9.295,0.432,1.014,1.170
9.297,0.449,1.028,1.175
9.298,0.465,1.046,1.185
9.300,0.482,1.068,1.204
9.302,0.494,1.093,1.227
9.303,0.503,1.116,1.250
9.305,0.506,1.135,1.271
9.307,0.510,1.151,1.297
9.308,0.512,1.162,1.317
9.310,0.507,1.167,1.327
9.312,0.500,1.168,1.329
9.313,0.498,1.170,1.329
9.315,0.500,1.170,1.328
9.317,0.506,1.168,1.323
9.318,0.512,1.165,1.317
9.320,0.524,1.166,1.312
9.322,0.538,1.169,1.314
9.323,0.548,1.174,1.318
9.325,0.552,1.181,1.322
9.327,0.551,1.192,1.332
9.328,0.546,1.206,1.347
9.330,0.536,1.221,1.361
9.332,0.526,1.233,1.369
9.333,0.521,1.237,1.370
9.335,0.522,1.236,1.370
9.337,0.524,1.232,1.366
9.338,0.529,1.227,1.359
9.340,0.538,1.225,1.351
9.342,0.547,1.226,1.352
9.343,0.549,1.228,1.356
9.345,0.548,1.235,1.361
9.347,0.549,1.244,1.369
9.348,0.550,1.249,1.375
9.350,0.548,1.247,1.376
9.352,0.549,1.242,1.371
9.353,0.555,1.241,1.370
9.355,0.557,1.239,1.367
9.357,0.558,1.236,1.362
9.358,0.562,1.237,1.360
9.360,0.568,1.242,1.361
9.362,0.568,1.247,1.364
9.363,0.567,1.250,1.365
9.365,0.572,1.254,1.367
9.367,0.576,1.257,1.370
9.368,0.574,1.258,1.376
9.370,0.573,1.257,1.383
9.372,0.576,1.258,1.389
9.373,0.576,1.258,1.392
9.375,0.572,1.253,1.390
9.377,0.567,1.244,1.383
9.378,0.563,1.237,1.376
9.380,0.553,1.232,1.368
9.382,0.539,1.225,1.358
9.383,0.530,1.218,1.345
9.385,0.525,1.211,1.334
9.387,0.517,1.206,1.324
9.388,0.512,1.200,1.309
9.390,0.511,1.191,1.293
9.392,0.518,1.180,1.280
9.393,0.527,1.172,1.273
9.395,0.537,1.169,1.272
9.397,0.546,1.167,1.274
9.398,0.552,1.169,1.283
9.400,0.560,1.173,1.295
9.402,0.564,1.181,1.307
9.403,0.562,1.189,1.316
9.405,0.559,1.194,1.318
9.407,0.560,1.199,1.322
9.408,0.564,1.203,1.324
9.410,0.565,1.206,1.326
9.412,0.564,1.207,1.328
9.413,0.565,1.209,1.333
9.415,0.564,1.208,1.337
9.417,0.562,1.207,1.336
9.418,0.559,1.204,1.334
9.420,0.560,1.200,1.330
9.422,0.556,1.194,1.323
9.423,0.550,1.186,1.315
9.425,0.546,1.182,1.310
9.427,0.543,1.178,1.307
9.428,0.541,1.174,1.301
9.430,0.537,1.170,1.294
9.432,0.539,1.170,1.288
9.433,0.545,1.170,1.283
9.435,0.551,1.167,1.277
9.437,0.556,1.160,1.273
9.438,0.559,1.155,1.270
9.440,0.561,1.155,1.271
9.442,0.564,1.154,1.273
9.443,0.561,1.153,1.273
9.445,0.556,1.156,1.272
9.447,0.550,1.163,1.273
9.448,0.546,1.167,1.275
9.450,0.541,1.166,1.275
9.452,0.534,1.162,1.274
9.453,0.528,1.157,1.273
9.455,0.528,1.150,1.272
9.457,0.531,1.138,1.266
9.458,0.535,1.126,1.256
9.460,0.536,1.120,1.244
9.462,0.542,1.115,1.238
9.463,0.546,1.113,1.235
9.465,0.548,1.115,1.237
9.467,0.546,1.120,1.243
9.468,0.543,1.123,1.250
9.470,0.546,1.124,1.254
9.472,0.551,1.123,1.253
9.473,0.556,1.123,1.254
9.475,0.561,1.120,1.255
9.477,0.568,1.120,1.257
9.478,0.574,1.121,1.260
9.480,0.576,1.122,1.266
9.482,0.575,1.125,1.275
9.483,0.574,1.127,1.280
9.485,0.567,1.128,1.279
9.487,0.563,1.126,1.274
9.488,0.559,1.123,1.268
9.490,0.558,1.119,1.262
9.492,0.554,1.113,1.252
9.493,0.546,1.111,1.241
9.495,0.544,1.109,1.235
9.497,0.540,1.106,1.234
9.498,0.530,1.102,1.230
9.500,0.517,1.096,1.222
9.502,0.507,1.088,1.211
9.503,0.503,1.073,1.199
9.505,0.499,1.056,1.184
9.507,0.497,1.039,1.165
9.508,0.499,1.023,1.147
9.510,0.503,1.013,1.135
9.512,0.507,1.006,1.131
9.513,0.509,1.001,1.129
9.515,0.510,0.999,1.131
9.517,0.512,0.999,1.135
9.518,0.517,1.001,1.138
9.520,0.525,1.005,1.139
9.522,0.529,1.007,1.139
9.523,0.528,1.008,1.141
9.525,0.527,1.009,1.145
9.527,0.526,1.013,1.149
9.528,0.526,1.018,1.156
9.530,0.523,1.019,1.161
9.532,0.516,1.018,1.163
9.533,0.511,1.019,1.165
9.535,0.507,1.020,1.166
9.537,0.505,1.017,1.165
9.538,0.502,1.006,1.156
9.540,0.493,0.996,1.143
9.542,0.484,0.986,1.132
9.543,0.476,0.978,1.120
9.545,0.469,0.969,1.106
9.547,0.456,0.958,1.087
9.548,0.442,0.949,1.072
9.550,0.433,0.941,1.065
9.552,0.429,0.930,1.054
9.553,0.429,0.916,1.037
9.555,0.427,0.901,1.018
9.557,0.427,0.891,1.007
9.558,0.426,0.883,1.000
9.560,0.427,0.875,0.992
9.562,0.429,0.868,0.988
9.563,0.432,0.864,0.990
9.565,0.435,0.862,0.991
9.567,0.441,0.861,0.990
9.568,0.447,0.861,0.988
9.570,0.451,0.866,0.986
9.572,0.454,0.873,0.983
9.573,0.461,0.878,0.985
9.575,0.471,0.882,0.993
9.577,0.478,0.882,1.000
9.578,0.487,0.880,1.007
9.580,0.498,0.879,1.017
9.582,0.509,0.881,1.026
9.583,0.519,0.884,1.029
9.585,0.529,0.890,1.030
9.587,0.536,0.900,1.034
9.588,0.539,0.912,1.043
9.590,0.539,0.922,1.053
9.592,0.533,0.933,1.065
9.593,0.524,0.940,1.074
9.595,0.511,0.941,1.081
9.597,0.498,0.938,1.082
9.598,0.488,0.934,1.077
9.600,0.478,0.926,1.067
9.602,0.470,0.914,1.053
9.603,0.458,0.900,1.039
9.605,0.448,0.889,1.028
9.607,0.435,0.879,1.019
9.608,0.423,0.868,1.013
9.610,0.412,0.856,1.006
9.612,0.404,0.843,0.998
9.613,0.397,0.830,0.989
9.615,0.390,0.816,0.978
9.617,0.382,0.806,0.965
9.618,0.377,0.795,0.949
9.620,0.376,0.783,0.937
9.622,0.377,0.772,0.926
9.623,0.381,0.764,0.917
9.625,0.388,0.758,0.911
9.627,0.397,0.749,0.905
9.628,0.404,0.745,0.905
9.630,0.408,0.745,0.906
9.632,0.411,0.748,0.908
9.633,0.418,0.752,0.916
9.635,0.422,0.756,0.926
9.637,0.425,0.760,0.932
9.638,0.431,0.763,0.936
9.640,0.436,0.767,0.940
9.642,0.440,0.770,0.943
9.643,0.443,0.774,0.941
9.645,0.447,0.779,0.941
9.647,0.451,0.786,0.946
9.648,0.457,0.789,0.951
9.650,0.464,0.793,0.957
9.652,0.467,0.797,0.966
9.653,0.465,0.803,0.975
9.655,0.463,0.807,0.983
9.657,0.462,0.811,0.989
9.658,0.453,0.816,0.994
9.660,0.443,0.818,0.995
9.662,0.434,0.820,0.995
9.663,0.431,0.818,0.990
9.665,0.423,0.812,0.981
9.667,0.415,0.805,0.972
9.668,0.413,0.799,0.962
9.670,0.415,0.793,0.956
9.672,0.414,0.782,0.948
9.673,0.412,0.773,0.943
9.675,0.414,0.771,0.942
9.677,0.420,0.770,0.941
9.678,0.422,0.770,0.942
9.680,0.420,0.769,0.943
9.682,0.419,0.769,0.945
9.683,0.418,0.768,0.945
9.685,0.415,0.762,0.942
9.687,0.410,0.757,0.940
9.688,0.405,0.753,0.937
9.690,0.401,0.751,0.930
9.692,0.400,0.748,0.926
9.693,0.398,0.745,0.921
9.695,0.398,0.742,0.917
9.697,0.398,0.740,0.914
9.698,0.400,0.737,0.913
9.700,0.406,0.736,0.915
9.702,0.414,0.737,0.913
9.703,0.423,0.741,0.915
9.705,0.430,0.747,0.920
9.707,0.435,0.755,0.927
9.708,0.441,0.764,0.936
9.710,0.443,0.774,0.947
9.712,0.440,0.782,0.959
9.713,0.432,0.787,0.969
9.715,0.425,0.792,0.975
9.717,0.416,0.794,0.978
9.718,0.401,0.791,0.975
9.720,0.381,0.783,0.966
9.722,0.361,0.773,0.955
9.723,0.341,0.760,0.937
9.725,0.322,0.741,0.914
9.727,0.306,0.717,0.888
9.728,0.295,0.691,0.862
9.730,0.292,0.662,0.836
9.732,0.297,0.637,0.812
9.733,0.304,0.615,0.795
9.735,0.312,0.600,0.786
9.737,0.325,0.594,0.781
9.738,0.344,0.599,0.785
9.740,0.361,0.612,0.794
9.742,0.379,0.628,0.809
9.743,0.398,0.649,0.824
9.745,0.416,0.671,0.844
9.747,0.430,0.694,0.865
9.748,0.433,0.713,0.884
9.750,0.433,0.733,0.904
9.752,0.428,0.750,0.921
9.753,0.419,0.759,0.933
9.755,0.412,0.762,0.936
9.757,0.406,0.764,0.933
9.758,0.403,0.762,0.928
9.760,0.399,0.754,0.920
9.762,0.397,0.747,0.916
9.763,0.401,0.745,0.917
9.765,0.404,0.748,0.926
9.767,0.406,0.747,0.935
9.768,0.408,0.746,0.942
9.770,0.413,0.750,0.948
9.772,0.414,0.755,0.947
9.773,0.409,0.761,0.944
9.775,0.406,0.761,0.942
9.777,0.405,0.761,0.941
9.778,0.403,0.761,0.940
9.780,0.400,0.761,0.940
9.782,0.400,0.759,0.937
9.783,0.403,0.755,0.933
9.785,0.403,0.751,0.926
9.787,0.403,0.747,0.922
9.788,0.402,0.741,0.919
9.790,0.404,0.737,0.914
9.792,0.407,0.733,0.914
9.793,0.408,0.729,0.917
9.795,0.409,0.726,0.919
9.797,0.406,0.729,0.918
9.798,0.400,0.731,0.914
9.800,0.395,0.733,0.912
9.802,0.395,0.733,0.907
9.803,0.397,0.735,0.903
9.805,0.398,0.737,0.898
9.807,0.398,0.739,0.895
9.808,0.405,0.743,0.897
9.810,0.410,0.747,0.900
9.812,0.409,0.750,0.903
9.813,0.405,0.751,0.905
9.815,0.398,0.753,0.906
9.817,0.396,0.752,0.907
9.818,0.395,0.750,0.907
9.820,0.396,0.747,0.905
9.822,0.399,0.743,0.902
9.823,0.401,0.740,0.900
9.825,0.405,0.736,0.903
9.827,0.406,0.735,0.906
9.828,0.403,0.734,0.905
9.830,0.394,0.734,0.904
9.832,0.380,0.734,0.905
9.833,0.369,0.735,0.907
9.835,0.359,0.734,0.903
9.837,0.349,0.731,0.899
9.838,0.339,0.723,0.893
9.840,0.330,0.714,0.885
9.842,0.328,0.705,0.878
9.843,0.327,0.694,0.868
9.845,0.329,0.684,0.858
9.847,0.338,0.678,0.849
9.848,0.352,0.676,0.846
9.850,0.373,0.675,0.845
9.852,0.390,0.677,0.847
9.853,0.402,0.684,0.855
9.855,0.411,0.697,0.868
9.857,0.420,0.710,0.881
9.858,0.423,0.722,0.891
9.860,0.419,0.734,0.904
9.862,0.412,0.747,0.915
9.863,0.409,0.754,0.923
9.865,0.407,0.755,0.925
9.867,0.399,0.754,0.925
9.868,0.389,0.750,0.925
9.870,0.384,0.745,0.925
9.872,0.384,0.738,0.923
9.873,0.386,0.731,0.916
9.875,0.385,0.722,0.909
9.877,0.387,0.715,0.903
9.878,0.388,0.710,0.893
9.880,0.387,0.709,0.887
9.882,0.385,0.708,0.883
9.883,0.379,0.711,0.883
9.885,0.374,0.715,0.882
9.887,0.372,0.717,0.884
9.888,0.372,0.714,0.887
9.890,0.369,0.707,0.885
9.892,0.364,0.699,0.881
9.893,0.363,0.689,0.874
9.895,0.364,0.681,0.868
9.897,0.362,0.676,0.861
9.898,0.359,0.676,0.850
9.900,0.358,0.674,0.842
9.902,0.357,0.670,0.834
9.903,0.355,0.667,0.829
9.905,0.357,0.665,0.826
9.907,0.361,0.665,0.827
9.908,0.368,0.663,0.835
9.910,0.375,0.664,0.844
9.912,0.386,0.673,0.851
9.913,0.397,0.684,0.859
9.915,0.405,0.694,0.871
9.917,0.406,0.704,0.882
9.918,0.407,0.716,0.891
9.920,0.410,0.730,0.899
9.922,0.415,0.739,0.908
9.923,0.418,0.745,0.915
9.925,0.418,0.751,0.919
9.927,0.425,0.754,0.925
9.928,0.432,0.756,0.930
9.930,0.434,0.756,0.933
9.932,0.428,0.756,0.933
9.933,0.425,0.759,0.938
9.935,0.425,0.760,0.941
9.937,0.423,0.759,0.940
9.938,0.422,0.757,0.935
9.940,0.420,0.757,0.934
9.942,0.420,0.759,0.937
9.943,0.417,0.757,0.938
9.945,0.416,0.758,0.937
9.947,0.415,0.757,0.931
9.948,0.413,0.756,0.928
9.950,0.414,0.753,0.924
9.952,0.414,0.751,0.919
9.953,0.416,0.748,0.913
9.955,0.416,0.744,0.910
9.957,0.414,0.745,0.915
9.958,0.412,0.746,0.921
9.960,0.408,0.746,0.920
9.962,0.408,0.743,0.917
9.963,0.408,0.741,0.915
9.965,0.407,0.737,0.910
9.967,0.402,0.732,0.902
9.968,0.397,0.725,0.892
9.970,0.397,0.721,0.887
9.972,0.399,0.719,0.884
9.973,0.399,0.716,0.881
9.975,0.400,0.714,0.879
9.977,0.406,0.714,0.879
9.978,0.412,0.718,0.878
9.980,0.415,0.721,0.880
9.982,0.417,0.723,0.881
9.983,0.419,0.726,0.880
9.985,0.418,0.726,0.878
9.987,0.417,0.726,0.876
9.988,0.418,0.727,0.879
9.990,0.416,0.731,0.882
9.992,0.410,0.734,0.884
9.993,0.399,0.732,0.885
9.995,0.385,0.732,0.888
9.997,0.371,0.730,0.891
9.998,0.353,0.724,0.889
10.000,0.337,0.712,0.878
10.002,0.327,0.699,0.862
10.003,0.323,0.684,0.844
10.005,0.328,0.671,0.832
10.007,0.334,0.662,0.818
10.008,0.340,0.654,0.808
10.010,0.345,0.650,0.807
10.012,0.350,0.651,0.812
10.013,0.354,0.656,0.819
10.015,0.354,0.659,0.823
10.017,0.354,0.661,0.828
10.018,0.356,0.663,0.832
10.020,0.361,0.666,0.834
10.022,0.367,0.666,0.838
10.023,0.370,0.668,0.841
10.025,0.370,0.672,0.843
10.027,0.368,0.677,0.844
10.028,0.365,0.682,0.850
10.030,0.359,0.687,0.855
10.032,0.352,0.689,0.855
10.033,0.346,0.686,0.853
10.035,0.343,0.680,0.848
10.037,0.340,0.673,0.840
10.038,0.340,0.666,0.832
10.040,0.344,0.660,0.825
10.042,0.353,0.654,0.820
10.043,0.360,0.648,0.814
10.045,0.368,0.648,0.814
10.047,0.373,0.652,0.818
10.048,0.376,0.655,0.820
10.050,0.375,0.656,0.820
10.052,0.372,0.660,0.824
10.053,0.369,0.667,0.834
10.055,0.368,0.671,0.840
10.057,0.371,0.672,0.848
10.058,0.378,0.672,0.856
10.060,0.384,0.671,0.861
10.062,0.391,0.676,0.862
10.063,0.395,0.685,0.867
10.065,0.397,0.695,0.869
10.067,0.396,0.701,0.868
10.068,0.393,0.705,0.867
10.070,0.389,0.706,0.867
10.072,0.382,0.703,0.870
10.073,0.377,0.696,0.865
10.075,0.372,0.689,0.865
10.077,0.368,0.685,0.863
10.078,0.365,0.684,0.857
10.080,0.362,0.683,0.850
10.082,0.357,0.680,0.843
10.083,0.352,0.680,0.841
10.085,0.348,0.677,0.838
10.087,0.344,0.675,0.835
10.088,0.343,0.672,0.833
10.090,0.345,0.672,0.833
10.092,0.347,0.670,0.834
10.093,0.348,0.668,0.832
10.095,0.349,0.667,0.830
10.097,0.350,0.667,0.835
10.098,0.349,0.665,0.840
10.100,0.348,0.662,0.842
10.102,0.347,0.662,0.841
10.103,0.344,0.660,0.838
10.105,0.339,0.659,0.835
10.107,0.332,0.654,0.832
10.108,0.329,0.650,0.829
10.110,0.329,0.644,0.824
10.112,0.330,0.640,0.820
10.113,0.334,0.636,0.820
10.115,0.340,0.636,0.823
10.117,0.349,0.640,0.825
10.118,0.353,0.645,0.827
