t,d1,d2,d3
0.000,-0.010,-0.120,-0.092
0.002,-0.010,-0.120,-0.092
0.003,-0.010,-0.120,-0.092
0.005,-0.010,-0.120,-0.092
0.007,-0.010,-0.120,-0.092
0.008,-0.010,-0.120,-0.092
0.010,-0.010,-0.120,-0.092
0.012,-0.010,-0.120,-0.092
0.013,-0.010,-0.120,-0.092
0.015,-0.010,-0.120,-0.092
0.017,-0.010,-0.120,-0.092
0.018,-0.010,-0.120,-0.092
0.020,-0.010,-0.120,-0.092
0.022,-0.010,-0.120,-0.092
0.023,-0.010,-0.120,-0.092
0.025,-0.010,-0.120,-0.092
0.027,-0.010,-0.120,-0.092
0.028,-0.010,-0.120,-0.092
0.030,-0.010,-0.120,-0.092
0.032,-0.010,-0.120,-0.092
0.033,-0.010,-0.120,-0.092
0.035,-0.010,-0.120,-0.092
0.037,-0.010,-0.120,-0.092
0.038,-0.010,-0.120,-0.092
0.040,-0.010,-0.120,-0.092
0.042,-0.010,-0.120,-0.092
0.043,-0.010,-0.120,-0.092
0.045,-0.010,-0.120,-0.092
0.047,-0.010,-0.120,-0.092
0.048,-0.010,-0.120,-0.092
0.050,-0.010,-0.120,-0.092
0.052,-0.010,-0.120,-0.092
0.053,-0.010,-0.120,-0.092
0.055,-0.010,-0.120,-0.092
0.057,-0.010,-0.120,-0.092
0.058,-0.010,-0.120,-0.092
0.060,-0.010,-0.120,-0.092
0.062,-0.010,-0.120,-0.092
0.063,-0.010,-0.120,-0.092
0.065,-0.010,-0.120,-0.092
0.067,-0.010,-0.120,-0.092
0.068,-0.010,-0.120,-0.092
0.070,-0.010,-0.120,-0.092
0.072,-0.010,-0.120,-0.092
0.073,-0.010,-0.120,-0.092
0.075,-0.010,-0.120,-0.092
0.077,-0.010,-0.120,-0.092
0.078,-0.010,-0.120,-0.092
0.080,-0.010,-0.120,-0.092
0.082,-0.010,-0.120,-0.092
0.083,-0.010,-0.120,-0.092
0.085,-0.010,-0.120,-0.092
0.087,-0.010,-0.120,-0.092
0.088,-0.010,-0.120,-0.092
0.090,-0.010,-0.120,-0.092
0.092,-0.010,-0.120,-0.092
0.093,-0.010,-0.120,-0.092
0.095,-0.010,-0.120,-0.092
0.097,-0.010,-0.120,-0.092
0.098,-0.010,-0.120,-0.092
0.100,-0.010,-0.120,-0.092
0.102,-0.011,-0.120,-0.092
0.103,-0.011,-0.120,-0.092
0.105,-0.014,-0.120,-0.092
0.107,-0.017,-0.008,-0.006
0.108,-0.019,-0.011,-0.008
0.110,-0.016,-0.011,-0.009
0.112,-0.015,-0.010,-0.005
0.113,-0.020,-0.010,0.001
0.115,-0.029,-0.011,0.002
0.117,-0.033,-0.015,-0.004
0.118,-0.033,-0.020,-0.013
0.120,-0.034,-0.030,-0.022
0.122,-0.033,-0.041,-0.034
0.123,-0.028,-0.051,-0.046
0.125,-0.020,-0.058,-0.054
0.127,-0.011,-0.060,-0.053
0.128,-0.003,-0.055,-0.045
0.130,0.007,-0.045,-0.034
0.132,0.012,-0.033,-0.022
0.133,0.012,-0.019,-0.010
0.135,0.011,-0.004,0.002
0.137,0.013,0.009,0.012
0.138,0.015,0.017,0.019
0.140,0.014,0.020,0.021
0.142,0.010,0.020,0.022
0.143,0.011,0.021,0.026
0.145,0.017,0.023,0.030
0.147,0.017,0.024,0.031
0.148,0.017,0.025,0.032
0.150,0.021,0.025,0.031
0.152,0.031,0.028,0.032
0.153,0.035,0.028,0.032
0.155,0.036,0.028,0.031
0.157,0.041,0.033,0.032
0.158,0.049,0.041,0.033
0.160,0.052,0.049,0.039
0.162,0.051,0.052,0.046
0.163,0.050,0.059,0.051
0.165,0.049,0.066,0.057
0.167,0.044,0.068,0.058
0.168,0.037,0.062,0.061
0.170,0.034,0.057,0.061
0.172,0.034,0.055,0.059
0.173,0.038,0.054,0.056
0.175,0.041,0.050,0.054
0.177,0.042,0.046,0.057
0.178,0.044,0.047,0.057
0.180,0.044,0.050,0.055
0.182,0.040,0.051,0.056
0.183,0.032,0.047,0.058
0.185,0.025,0.043,0.060
0.187,0.021,0.041,0.058
0.188,0.020,0.036,0.056
0.190,0.017,0.031,0.055
0.192,0.014,0.026,0.052
0.193,0.011,0.021,0.045
0.195,0.010,0.019,0.041
0.197,0.008,0.020,0.040
0.198,0.006,0.020,0.041
0.200,0.008,0.019,0.040
0.202,0.012,0.019,0.039
0.203,0.021,0.023,0.043
0.205,0.030,0.026,0.043
0.207,0.038,0.028,0.039
0.208,0.042,0.034,0.037
0.210,0.045,0.043,0.040
0.212,0.047,0.049,0.041
0.213,0.044,0.055,0.039
0.215,0.039,0.060,0.042
0.217,0.032,0.064,0.046
0.218,0.028,0.064,0.046
0.220,0.023,0.064,0.048
0.222,0.019,0.063,0.051
0.223,0.015,0.058,0.053
0.225,0.010,0.053,0.051
0.227,0.005,0.047,0.047
0.228,0.002,0.040,0.043
0.230,-0.002,0.028,0.036
0.232,-0.005,0.018,0.029
0.233,-0.005,0.012,0.023
0.235,0.000,0.004,0.018
0.237,0.006,-0.003,0.012
0.238,0.007,-0.007,0.005
0.240,0.009,-0.008,0.000
0.242,0.013,-0.006,-0.001
0.243,0.017,-0.003,0.000
0.245,0.019,0.002,0.007
0.247,0.020,0.008,0.013
0.248,0.026,0.014,0.022
0.250,0.032,0.021,0.029
0.252,0.032,0.027,0.034
0.253,0.032,0.026,0.037
0.255,0.031,0.026,0.039
0.257,0.030,0.028,0.043
0.258,0.025,0.028,0.044
0.260,0.018,0.027,0.046
0.262,0.016,0.028,0.050
0.263,0.013,0.031,0.048
0.265,0.010,0.034,0.041
0.267,0.008,0.035,0.036
0.268,0.006,0.034,0.033
0.270,0.004,0.029,0.031
0.272,-0.002,0.021,0.027
0.273,-0.004,0.015,0.024
0.275,-0.003,0.010,0.023
0.277,-0.002,0.003,0.023
0.278,-0.005,0.001,0.021
0.280,-0.008,0.004,0.022
0.282,-0.008,0.010,0.027
0.283,-0.013,0.015,0.031
0.285,-0.021,0.017,0.031
0.287,-0.026,0.017,0.027
0.288,-0.024,0.011,0.021
0.290,-0.018,0.000,0.014
0.292,-0.013,-0.011,0.002
0.293,-0.005,-0.022,-0.007
0.295,0.006,-0.026,-0.010
0.297,0.016,-0.026,-0.008
0.298,0.020,-0.021,-0.005
0.300,0.023,-0.010,0.000
0.302,0.030,0.003,0.010
0.303,0.031,0.015,0.021
0.305,0.027,0.024,0.030
0.307,0.017,0.033,0.038
0.308,0.009,0.041,0.045
0.310,0.000,0.043,0.049
0.312,-0.011,0.040,0.048
0.313,-0.022,0.035,0.041
0.315,-0.030,0.026,0.031
0.317,-0.033,0.014,0.020
0.318,-0.037,0.000,0.008
0.320,-0.041,-0.011,-0.004
0.322,-0.047,-0.020,-0.014
0.323,-0.047,-0.027,-0.021
0.325,-0.042,-0.032,-0.027
0.327,-0.036,-0.037,-0.033
0.328,-0.029,-0.043,-0.037
0.330,-0.023,-0.045,-0.034
0.332,-0.019,-0.044,-0.029
0.333,-0.019,-0.041,-0.026
0.335,-0.027,-0.039,-0.023
0.337,-0.035,-0.035,-0.019
0.338,-0.045,-0.031,-0.020
0.340,-0.052,-0.030,-0.025
0.342,-0.056,-0.033,-0.035
0.343,-0.058,-0.041,-0.042
0.345,-0.057,-0.049,-0.047
0.347,-0.053,-0.055,-0.050
0.348,-0.049,-0.060,-0.052
0.350,-0.048,-0.065,-0.054
0.352,-0.049,-0.070,-0.052
0.353,-0.047,-0.070,-0.050
0.355,-0.044,-0.069,-0.050
0.357,-0.043,-0.070,-0.050
0.358,-0.043,-0.072,-0.050
0.360,-0.043,-0.070,-0.050
0.362,-0.039,-0.069,-0.053
0.363,-0.037,-0.069,-0.057
0.365,-0.041,-0.067,-0.053
0.367,-0.046,-0.063,-0.047
0.368,-0.050,-0.062,-0.044
0.370,-0.050,-0.061,-0.043
0.372,-0.054,-0.060,-0.038
0.373,-0.062,-0.060,-0.031
0.375,-0.067,-0.061,-0.031
0.377,-0.070,-0.064,-0.037
0.378,-0.072,-0.066,-0.044
0.380,-0.078,-0.068,-0.053
0.382,-0.083,-0.074,-0.060
0.383,-0.083,-0.080,-0.066
0.385,-0.081,-0.083,-0.072
0.387,-0.077,-0.086,-0.072
0.388,-0.074,-0.090,-0.067
0.390,-0.066,-0.089,-0.053
0.392,-0.053,-0.082,-0.034
0.393,-0.039,-0.069,-0.006
0.395,-0.024,-0.052,0.032
0.397,-0.011,-0.031,0.084
0.398,0.006,0.000,0.153
0.400,0.021,0.033,0.234
0.402,0.031,0.069,0.323
0.403,0.041,0.110,0.419
0.405,0.049,0.153,0.524
0.407,0.061,0.197,0.641
0.408,0.075,0.241,0.762
0.410,0.098,0.289,0.887
0.412,0.130,0.340,1.022
0.413,0.175,0.400,1.172
0.415,0.234,0.470,1.341
0.417,0.302,0.554,1.535
0.418,0.379,0.656,1.758
0.420,0.462,0.781,2.010
0.422,0.547,0.929,2.295
0.423,0.632,1.097,2.608
0.425,0.720,1.281,2.940
0.427,0.808,1.479,3.289
0.428,0.893,1.685,3.652
0.430,0.977,1.895,4.027
0.432,1.064,2.109,4.411
0.433,1.157,2.324,4.797
0.435,1.248,2.540,5.182
0.437,1.345,2.756,5.565
0.438,1.447,2.974,5.939
0.440,1.554,3.192,6.310
0.442,1.667,3.412,6.680
0.443,1.790,3.635,7.057
0.445,1.921,3.865,7.440
0.447,2.059,4.104,7.833
0.448,2.215,4.358,8.245
0.450,2.385,4.626,8.678
0.452,2.569,4.912,9.137
0.453,2.770,5.218,9.619
0.455,2.996,5.548,10.140
0.457,3.250,5.906,10.702
0.458,3.531,6.292,11.307
0.460,3.838,6.711,11.957
0.462,4.175,7.167,12.662
0.463,4.542,7.667,13.429
0.465,4.944,8.212,14.259
0.467,5.387,8.804,15.158
0.468,5.882,9.447,16.134
0.470,6.437,10.145,17.192
0.472,7.063,10.905,18.332
0.473,7.767,11.736,19.570
0.475,8.554,12.647,20.919
0.477,9.430,13.647,22.390
0.478,10.401,14.748,23.993
0.480,11.469,15.965,25.744
0.482,12.641,17.309,27.664
0.483,13.925,18.785,29.754
0.485,15.324,20.400,32.022
0.487,16.846,22.163,34.480
0.488,18.499,24.082,37.145
0.490,20.301,26.164,40.022
0.492,22.257,28.418,43.123
0.493,24.376,30.858,46.469
0.495,26.670,33.498,50.076
0.497,29.153,36.360,53.968
0.498,31.837,39.459,58.164
0.500,34.727,42.813,62.681
0.502,37.844,46.438,67.540
0.503,41.203,50.355,72.766
0.505,44.816,54.584,78.386
0.507,48.688,59.143,84.419
0.508,52.832,64.056,90.896
0.510,57.261,69.346,97.853
0.512,61.991,75.036,105.316
0.513,67.025,81.143,113.304
0.515,72.375,87.696,121.843
0.517,78.052,94.709,130.965
0.518,84.065,102.206,140.696
0.520,90.431,110.208,151.056
0.522,97.150,118.740,162.071
0.523,104.231,127.821,173.773
0.525,111.675,137.464,186.187
0.527,119.487,147.691,199.330
0.528,127.669,158.522,213.227
0.530,136.219,169.968,227.899
0.532,145.141,182.025,243.351
0.533,154.433,194.701,259.587
0.535,164.104,208.008,276.614
0.537,174.155,221.955,294.452
0.538,184.575,236.545,313.105
0.540,195.344,251.788,332.588
0.542,206.458,267.698,352.917
0.543,217.917,284.280,374.111
0.545,229.725,301.529,396.170
0.547,241.863,319.429,419.079
0.548,254.333,337.978,442.838
0.550,267.141,357.178,467.455
0.552,280.282,377.028,492.945
0.553,293.746,397.528,519.310
0.555,307.522,418.686,546.556
0.557,321.614,440.516,574.707
0.558,336.021,463.007,603.781
0.560,350.739,486.165,633.777
0.562,365.763,509.989,664.706
0.563,381.075,534.484,696.586
0.565,396.660,559.651,729.445
0.567,412.507,585.483,763.283
0.568,428.596,611.987,798.089
0.570,444.893,639.151,833.879
0.572,461.347,666.962,870.638
0.573,477.929,695.400,908.332
0.575,494.604,724.444,946.910
0.577,511.327,754.047,986.322
0.578,528.055,784.136,1026.515
0.580,544.752,814.648,1067.338
0.582,561.380,845.537,1108.709
0.583,577.907,876.738,1150.564
0.585,594.279,908.187,1192.817
0.587,610.446,939.816,1235.327
0.588,626.374,971.557,1277.888
0.590,642.039,1003.338,1320.525
0.592,657.430,1035.081,1363.133
0.593,672.516,1066.723,1405.561
0.595,687.311,1098.176,1447.699
0.597,701.812,1129.375,1489.456
0.598,716.025,1160.312,1530.785
0.600,729.969,1190.944,1571.670
0.602,743.659,1221.204,1611.963
0.603,757.143,1251.056,1651.583
0.605,770.450,1280.516,1690.383
0.607,783.671,1309.648,1728.542
0.608,796.909,1338.459,1766.236
0.610,810.291,1366.967,1803.391
0.612,824.033,1395.249,1840.106
0.613,838.459,1423.440,1876.393
0.615,854.004,1451.745,1912.606
0.617,871.153,1480.373,1948.867
0.618,890.428,1509.692,1985.308
0.620,912.264,1540.322,2022.643
0.622,936.834,1573.052,2061.736
0.623,963.844,1608.877,2103.428
0.625,992.543,1648.595,2148.081
0.627,1021.784,1692.854,2196.096
0.628,1050.195,1741.853,2247.573
0.630,1076.295,1795.029,2301.221
0.632,1098.834,1850.860,2355.301
0.633,1116.915,1906.835,2406.791
0.635,1130.077,1960.530,2453.704
0.637,1138.267,2009.564,2494.978
0.638,1141.698,2051.537,2529.009
0.640,1140.749,2084.787,2555.488
0.642,1135.817,2108.763,2573.953
0.643,1127.339,2123.637,2585.292
0.645,1115.732,2129.998,2590.909
0.647,1101.323,2128.250,2590.365
0.648,1084.448,2119.458,2584.667
0.650,1065.521,2104.290,2573.350
0.652,1044.983,2083.307,2557.035
0.653,1023.275,2057.267,2537.304
0.655,1000.816,2026.555,2513.336
0.657,978.015,1992.038,2485.286
0.658,955.209,1954.360,2453.251
0.660,932.654,1914.479,2418.146
0.662,910.524,1873.255,2380.839
0.663,888.893,1831.253,2340.606
0.665,867.819,1789.173,2298.546
0.667,847.363,1747.339,2255.631
0.668,827.517,1706.155,2212.213
0.670,808.281,1665.819,2168.933
0.672,789.646,1626.393,2125.559
0.673,771.652,1588.020,2082.745
0.675,754.314,1550.657,2040.423
0.677,737.638,1514.436,1998.425
0.678,721.662,1479.288,1956.844
0.680,706.379,1445.281,1915.897
0.682,691.795,1412.470,1875.968
0.683,677.891,1380.884,1837.308
0.685,664.652,1350.576,1799.920
0.687,652.045,1321.567,1764.006
0.688,640.021,1293.878,1729.610
0.690,628.556,1267.450,1696.483
0.692,617.625,1242.252,1664.694
0.693,607.172,1218.259,1634.040
0.695,597.146,1195.388,1604.720
0.697,587.508,1173.573,1576.566
0.698,578.213,1152.773,1549.555
0.700,569.207,1132.923,1523.710
0.702,560.440,1113.918,1498.854
0.703,551.885,1095.651,1475.009
0.705,543.501,1078.062,1451.875
0.707,535.256,1061.044,1429.449
0.708,527.150,1044.506,1407.632
0.710,519.175,1028.364,1386.351
0.712,511.313,1012.571,1365.511
0.713,503.548,997.061,1344.964
0.715,495.902,981.813,1324.786
0.717,488.388,966.811,1304.983
0.718,481.003,952.031,1285.400
0.720,473.778,937.467,1265.999
0.722,466.750,923.130,1246.869
0.723,459.957,909.048,1228.096
0.725,453.413,895.229,1209.669
0.727,447.157,881.722,1191.584
0.728,441.234,868.589,1174.014
0.730,435.665,855.872,1157.050
0.732,430.478,843.612,1140.728
0.733,425.707,831.895,1125.099
0.735,421.386,820.784,1110.271
0.737,417.550,810.328,1096.362
0.738,414.230,800.558,1083.393
0.740,411.473,791.554,1071.447
0.742,409.333,783.379,1060.607
0.743,407.876,776.085,1050.981
0.745,407.184,769.731,1042.645
0.747,407.337,764.390,1035.689
0.748,408.452,760.174,1030.277
0.750,410.679,757.189,1026.557
0.752,414.181,755.574,1024.700
0.753,419.144,755.493,1024.932
0.755,425.757,757.169,1027.540
0.757,434.209,760.879,1032.933
0.758,444.623,766.931,1041.486
0.760,457.019,775.666,1053.615
0.762,471.317,787.427,1069.835
0.763,487.315,802.533,1090.573
0.765,504.682,821.205,1116.108
0.767,522.995,843.494,1146.418
0.768,541.777,869.240,1181.315
0.770,560.585,898.048,1220.345
0.772,579.010,929.291,1262.582
0.773,596.704,962.185,1306.960
0.775,613.415,995.841,1352.211
0.777,628.985,1029.387,1397.231
0.778,643.353,1061.998,1441.072
0.780,656.499,1092.979,1482.649
0.782,668.472,1121.805,1521.215
0.783,679.358,1148.125,1556.479
0.785,689.281,1171.713,1588.242
0.787,698.346,1192.441,1616.476
0.788,706.662,1210.322,1641.016
0.790,714.300,1225.493,1662.168
0.792,721.282,1238.128,1680.239
0.793,727.589,1248.395,1695.530
0.795,733.164,1256.539,1708.467
0.797,737.929,1262.809,1719.266
0.798,741.754,1267.410,1728.092
0.800,744.503,1270.464,1735.204
0.802,746.059,1272.063,1740.670
0.803,746.346,1272.268,1744.422
0.805,745.309,1271.070,1746.233
0.807,742.912,1268.465,1746.067
0.808,739.193,1264.414,1743.904
0.810,734.240,1258.938,1739.510
0.812,728.185,1252.066,1732.960
0.813,721.162,1243.842,1724.108
0.815,713.313,1234.356,1713.089
0.817,704.802,1223.713,1700.047
0.818,695.776,1212.088,1685.200
0.820,686.390,1199.645,1668.845
0.822,676.766,1186.556,1651.123
0.823,667.022,1173.023,1632.397
0.825,657.252,1159.215,1612.919
0.827,647.534,1145.319,1592.888
0.828,637.932,1131.492,1572.682
0.830,628.475,1117.858,1552.365
0.832,619.188,1104.522,1532.130
0.833,610.075,1091.545,1512.165
0.835,601.141,1079.018,1492.675
0.837,592.397,1066.954,1473.677
0.838,583.847,1055.337,1455.066
0.840,575.479,1044.162,1436.969
0.842,567.287,1033.407,1419.443
0.843,559.270,1023.026,1402.416
0.845,551.425,1012.950,1385.882
0.847,543.737,1003.122,1369.763
0.848,536.198,993.487,1354.004
0.850,528.817,983.978,1338.627
0.852,521.587,974.546,1323.584
0.853,514.514,965.147,1308.798
0.855,507.604,955.753,1294.132
0.857,500.875,946.331,1279.628
0.858,494.343,936.867,1265.335
0.860,488.000,927.348,1251.175
0.862,481.860,917.779,1237.155
0.863,475.927,908.184,1223.281
0.865,470.217,898.578,1209.564
0.867,464.734,888.988,1196.035
0.868,459.484,879.447,1182.655
0.870,454.473,869.979,1169.447
0.872,449.712,860.598,1156.401
0.873,445.211,851.324,1143.568
0.875,440.965,842.185,1130.983
0.877,436.958,833.197,1118.573
0.878,433.174,824.384,1106.413
0.880,429.612,815.764,1094.531
0.882,426.254,807.364,1082.938
0.883,423.078,799.176,1071.567
0.885,420.055,791.203,1060.398
0.887,417.176,783.454,1049.503
0.888,414.418,775.927,1038.879
0.890,411.745,768.616,1028.506
0.892,409.132,761.509,1018.404
0.893,406.551,754.614,1008.584
0.895,403.985,747.946,999.038
0.897,401.409,741.494,989.745
0.898,398.798,735.249,980.685
0.900,396.142,729.203,971.888
0.902,393.420,723.359,963.305
0.903,390.629,717.701,954.937
0.905,387.756,712.206,946.766
0.907,384.789,706.866,938.796
0.908,381.736,701.679,931.005
0.910,378.591,696.640,923.352
0.912,375.352,691.734,915.853
0.913,372.017,686.947,908.507
0.915,368.602,682.267,901.315
0.917,365.118,677.671,894.245
0.918,361.557,673.136,887.280
0.920,357.934,668.646,880.417
0.922,354.271,664.188,873.637
0.923,350.584,659.745,866.901
0.925,346.885,655.299,860.215
0.927,343.181,650.842,853.582
0.928,339.502,646.364,846.992
0.930,335.862,641.844,840.415
0.932,332.280,637.278,833.868
0.933,328.769,632.673,827.389
0.935,325.337,628.028,820.950
0.937,322.007,623.344,814.544
0.938,318.785,618.630,808.181
0.940,315.679,613.909,801.897
0.942,312.690,609.189,795.710
0.943,309.810,604.476,789.594
0.945,307.044,599.782,783.566
0.947,304.389,595.107,777.637
0.948,301.843,590.466,771.834
0.950,299.404,585.865,766.163
0.952,297.062,581.308,760.593
0.953,294.824,576.797,755.166
0.955,292.676,572.349,749.896
0.957,290.604,567.976,744.788
0.958,288.602,563.675,739.835
0.960,286.666,559.452,735.048
0.962,284.797,555.319,730.455
0.963,282.975,551.286,726.038
0.965,281.188,547.353,721.821
0.967,279.434,543.526,717.814
0.968,277.706,539.821,714.022
0.970,275.991,536.246,710.462
0.972,274.280,532.805,707.122
0.973,272.575,529.515,704.018
0.975,270.881,526.391,701.164
0.977,269.184,523.448,698.568
0.978,267.484,520.699,696.246
0.980,265.782,518.161,694.190
0.982,264.071,515.846,692.409
0.983,262.349,513.762,690.911
0.985,260.615,511.914,689.666
0.987,258.877,510.300,688.671
0.988,257.128,508.907,687.890
0.990,255.367,507.720,687.296
0.992,253.599,506.724,686.876
0.993,251.833,505.892,686.582
0.995,250.059,505.191,686.363
0.997,248.280,504.582,686.151
0.998,246.498,504.040,685.899
1.000,244.717,503.521,685.554
1.002,242.937,502.984,685.038
1.003,241.158,502.382,684.306
1.005,239.383,501.675,683.307
1.007,237.613,500.842,681.998
1.008,235.862,499.844,680.337
1.010,234.127,498.659,678.293
1.012,232.409,497.260,675.852
1.013,230.711,495.637,673.013
1.015,229.042,493.789,669.779
1.017,227.404,491.700,666.154
1.018,225.797,489.374,662.152
1.020,224.227,486.819,657.790
1.022,222.705,484.051,653.101
1.023,221.228,481.087,648.106
1.025,219.795,477.945,642.852
1.027,218.407,474.646,637.372
1.028,217.064,471.215,631.724
1.030,215.762,467.680,625.939
1.032,214.498,464.065,620.058
1.033,213.282,460.386,614.117
1.035,212.111,456.663,608.127
1.037,210.988,452.918,602.122
1.038,209.914,449.159,596.133
1.040,208.892,445.395,590.195
1.042,207.922,441.646,584.313
1.043,207.002,437.929,578.480
1.045,206.140,434.255,572.733
1.047,205.335,430.625,567.093
1.048,204.590,427.052,561.550
1.050,203.910,423.536,556.101
1.052,203.299,420.078,550.750
1.053,202.756,416.675,545.514
1.055,202.283,413.327,540.384
1.057,201.879,410.034,535.350
1.058,201.549,406.799,530.423
1.060,201.293,403.621,525.589
1.062,201.111,400.493,520.849
1.063,200.996,397.408,516.193
1.065,200.941,394.375,511.627
1.067,200.932,391.393,507.155
1.068,200.955,388.455,502.764
1.070,200.991,385.562,498.464
1.072,201.021,382.716,494.246
1.073,201.029,379.905,490.098
1.075,201.005,377.113,486.010
1.077,200.933,374.337,481.971
1.078,200.797,371.575,477.981
1.080,200.583,368.814,474.021
1.082,200.275,366.044,470.082
1.083,199.865,363.261,466.155
1.085,199.337,360.465,462.230
1.087,198.686,357.637,458.288
1.088,197.912,354.770,454.322
1.090,197.014,351.862,450.324
1.092,195.995,348.907,446.293
1.093,194.853,345.902,442.230
1.095,193.597,342.852,438.127
1.097,192.236,339.754,433.990
1.098,190.777,336.607,429.811
1.100,189.233,333.414,425.604
1.102,187.607,330.185,421.369
1.103,185.916,326.928,417.122
1.105,184.171,323.647,412.877
1.107,182.384,320.348,408.634
1.108,180.562,317.041,404.413
1.110,178.709,313.733,400.217
1.112,176.840,310.433,396.066
1.113,174.974,307.145,391.959
1.115,173.115,303.883,387.903
1.117,171.263,300.658,383.914
1.118,169.430,297.481,380.001
1.120,167.624,294.365,376.174
1.122,165.846,291.317,372.437
1.123,164.092,288.339,368.789
1.125,162.365,285.431,365.246
1.127,160.670,282.606,361.817
1.128,159.013,279.871,358.499
1.130,157.395,277.228,355.297
1.132,155.823,274.681,352.213
1.133,154.293,272.246,349.264
1.135,152.808,269.938,346.453
1.137,151.369,267.768,343.786
1.138,149.975,265.750,341.280
1.140,148.630,263.906,338.943
1.142,147.337,262.256,336.796
1.143,146.101,260.824,334.855
1.145,144.919,259.640,333.145
1.147,143.803,258.752,331.693
1.148,142.756,258.213,330.535
1.150,141.786,258.075,329.716
1.152,140.893,258.407,329.277
1.153,140.084,259.294,329.289
1.155,139.371,260.827,329.813
1.157,138.758,263.088,330.907
1.158,138.253,266.171,332.648
1.160,137.860,270.188,335.118
1.162,137.588,275.247,338.398
1.163,137.444,281.445,342.552
1.165,137.431,288.873,347.653
1.167,137.548,297.619,353.769
1.168,137.795,307.747,360.948
1.170,138.172,319.312,369.220
1.172,138.672,332.351,378.613
1.173,139.293,346.891,389.146
1.175,140.033,362.943,400.821
1.177,140.887,380.489,413.630
1.178,141.841,399.506,427.561
1.180,142.891,419.934,442.569
1.182,144.028,441.694,458.591
1.183,145.243,464.680,475.551
1.185,146.522,488.771,493.366
1.187,147.855,513.834,511.940
1.188,149.233,539.714,531.150
1.190,150.636,566.238,550.891
1.192,152.049,593.212,571.033
1.193,153.450,620.432,591.417
1.195,154.825,647.671,611.876
1.197,156.150,674.684,632.235
1.198,157.412,701.205,652.308
1.200,158.593,726.975,671.906
1.202,159.677,751.719,690.857
1.203,160.647,775.160,708.998
1.205,161.496,797.031,726.165
1.207,162.211,817.077,742.176
1.208,162.787,835.053,756.881
1.210,163.224,850.740,770.150
1.212,163.532,863.979,781.909
1.213,163.714,874.634,792.086
1.215,163.780,882.608,800.639
1.217,163.740,887.877,807.624
1.218,163.611,890.467,813.106
1.220,163.405,890.452,817.186
1.222,163.141,887.931,819.967
1.223,162.836,883.086,821.614
1.225,162.508,876.123,822.320
1.227,162.174,867.265,822.268
1.228,161.846,856.771,821.651
1.230,161.534,844.907,820.681
1.232,161.243,831.947,819.532
1.233,160.982,818.126,818.378
1.235,160.753,803.695,817.349
1.237,160.557,788.869,816.547
1.238,160.388,773.850,816.054
1.240,160.242,758.798,815.872
1.242,160.105,743.856,816.006
1.243,159.962,729.146,816.413
1.245,159.797,714.751,817.056
1.247,159.597,700.730,817.826
1.248,159.354,687.095,818.591
1.250,159.056,673.861,819.250
1.252,158.700,661.010,819.662
1.253,158.274,648.517,819.674
1.255,157.772,636.340,819.126
1.257,157.185,624.439,817.889
1.258,156.508,612.784,815.870
1.260,155.741,601.331,812.945
1.262,154.883,590.046,809.058
1.263,153.940,578.876,804.144
1.265,152.917,567.785,798.166
1.267,151.826,556.746,791.128
1.268,150.677,545.735,783.041
1.270,149.483,534.736,773.939
1.272,148.258,523.744,763.864
1.273,147.013,512.777,752.888
1.275,145.759,501.844,741.110
1.277,144.513,490.953,728.622
1.278,143.290,480.122,715.523
1.280,142.106,469.369,701.907
1.282,140.970,458.717,687.879
1.283,139.905,448.190,673.558
1.285,138.926,437.811,659.021
1.287,138.042,427.610,644.355
1.288,137.268,417.607,629.650
1.290,136.612,407.826,615.005
1.292,136.088,398.283,600.495
1.293,135.703,388.993,586.174
1.295,135.469,379.976,572.119
1.297,135.390,371.250,558.398
1.298,135.461,362.826,545.061
1.300,135.682,354.714,532.146
1.302,136.049,346.923,519.677
1.303,136.549,339.465,507.700
1.305,137.168,332.345,496.241
1.307,137.895,325.561,485.306
1.308,138.716,319.106,474.894
1.310,139.612,312.971,465.012
1.312,140.556,307.154,455.670
1.313,141.532,301.635,446.844
1.315,142.515,296.398,438.510
1.317,143.480,291.429,430.655
1.318,144.399,286.717,423.271
1.320,145.252,282.249,416.342
1.322,146.026,278.003,409.836
1.323,146.702,273.962,403.715
1.325,147.260,270.105,397.961
1.327,147.687,266.413,392.541
1.328,147.974,262.871,387.427
1.330,148.108,259.466,382.576
1.332,148.082,256.176,377.961
1.333,147.893,252.986,373.560
1.335,147.540,249.884,369.329
1.337,147.029,246.858,365.237
1.338,146.371,243.889,361.245
1.340,145.569,240.970,357.332
1.342,144.629,238.094,353.475
1.343,143.563,235.260,349.661
1.345,142.381,232.454,345.876
1.347,141.098,229.675,342.096
1.348,139.727,226.924,338.304
1.350,138.288,224.194,334.497
1.352,136.796,221.480,330.663
1.353,135.260,218.782,326.786
1.355,133.700,216.095,322.867
1.357,132.127,213.421,318.913
1.358,130.553,210.762,314.939
1.360,128.986,208.124,310.935
1.362,127.443,205.507,306.908
1.363,125.938,202.912,302.866
1.365,124.470,200.354,298.825
1.367,123.049,197.835,294.796
1.368,121.682,195.357,290.786
1.370,120.375,192.916,286.801
1.372,119.133,190.519,282.850
1.373,117.952,188.173,278.949
1.375,116.843,185.874,275.101
1.377,115.802,183.620,271.309
1.378,114.829,181.415,267.580
